Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable
magazine rack,Red,Body color,Comics,Magazine,True,True,True,2,,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_4,7_4,1032,7E3e4zxpKeaZNsttz,False
magazine rack,Red,Body color,Kids,Magazine,True,True,True,2,,690,Red,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_5,7_5,1032,3WZCA5yt8MBxQRXv6,False
magazine rack,Red,Body color,Weekly news,Magazine,True,True,True,2,,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,False,Study,False,Does not play music,No lighting,FtrMagazinerack_Remake_7_6,7_6,1032,EW33qjFJ2iyrjbNXX,False
magic kit,Red,,,,False,False,False,,980,245,Black,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,True,Toy,False,Does not play music,No lighting,FtrMagicset_Remake_0_0,0_0,4392,eL3Tsbu3wP6HbRyya,True
magic kit,Blue,,,,False,False,False,,980,245,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,True,Toy,False,Does not play music,No lighting,FtrMagicset_Remake_1_0,1_0,4392,AC7RRQhviks5j7rBd,True
mahi-mahi model,,,,,False,False,False,,,18000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishShiiraToy,,7014,Daq8bZwS56nqzef9w,False
man-faced stink bug model,,,,,False,False,False,,,3000,Black,Orange,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectJinmenkamemushiToy,,7116,NpZjkGcav7Rmp2C3C,False
mantis model,,,,,False,False,False,,,1290,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectKamakiriToy,,7068,TrAWLhDAyZtX9WKhp,False
matryoshka,Red,Variation,,,True,True,False,1,,600,Red,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_0_0,0_0,1652,3z54fyJ3zLqHi6AHK,False
matryoshka,Yellow,Variation,,,True,True,False,1,,600,Yellow,White,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_1_0,1_0,1652,2xXpsWapS5k9w4Swe,False
matryoshka,Blue,Variation,,,True,True,False,1,,600,Blue,Light blue,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_2_0,2_0,1652,J3y9wjPRmZLkDxd2i,False
matryoshka,Brown,Variation,,,True,True,False,1,,600,Brown,Beige,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_3_0,3_0,1652,P5aS7ieCEWfbWgmsP,False
matryoshka,Green,Variation,,,True,True,False,1,,600,Green,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,True,Folk Craft Decor,False,Does not play music,No lighting,FtrMatryoshka_Remake_4_0,4_0,1652,r7PyYPYEc6YRfLHN4,False
metal can,,,,,False,False,False,,600,150,Gray,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,garage,None,None,None,False,Vehicle,True,Does not play music,No lighting,FtrIttocan,,7262,qs82ddEhZnHPBiKhA,True
metronome,Red,,,,False,False,False,,1300,325,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_0_0,0_0,1042,KkzpcffFjKfiejhYa,True
metronome,Cream,,,,False,False,False,,1300,325,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_1_0,1_0,1042,nSWPuKrRQstBhY8hn,True
metronome,Blue,,,,False,False,False,,1300,325,Blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_2_0,2_0,1042,NNdNGDxNtfwtsy7Wx,True
metronome,Black,,,,False,False,False,,1300,325,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_3_0,3_0,1042,7JaPzzKuyubzF5u5j,True
metronome,Brown,,,,False,False,False,,1300,325,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrMetronome_Remake_4_0,4_0,1042,r49zR8igZmhGWfbM3,True
microscope,White,,,,False,False,False,,3100,775,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,False,Hospital,False,Does not play music,No lighting,FtrMicroscope_Remake_0_0,0_0,1319,2bh4eZPcmFcDbuboB,True
microscope,Silver,,,,False,False,False,,3100,775,Gray,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,False,Hospital,False,Does not play music,No lighting,FtrMicroscope_Remake_1_0,1_0,1319,KuQEi8KfN9NC9u7ri,True
microscope,Black,,,,False,False,False,,3100,775,Black,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,False,Hospital,False,Does not play music,No lighting,FtrMicroscope_Remake_2_0,2_0,1319,xBWBSrc4Gfuxbhtnm,True
microwave,White,,,,False,False,False,,3000,750,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMicrowave_Remake_0_0,0_0,1043,DxKFu9TWtR7LEPqri,True
microwave,Black,,,,False,False,False,,3000,750,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMicrowave_Remake_1_0,1_0,1043,xvQCy7v62sK5vEDLg,True
microwave,Red,,,,False,False,False,,3000,750,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMicrowave_Remake_2_0,2_0,1043,YYah8Ptsgaa6D6uAb,True
microwave,Green,,,,False,False,False,,3000,750,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMicrowave_Remake_3_0,3_0,1043,puchZntzSHe9Zr3Sd,True
migratory locust model,,,,,False,False,False,,,1800,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectTonosamabattaToy,,7103,gMiihmJngqunEKW86,False
mini-cactus set,,,,,False,False,False,,400,100,Green,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,False,Plants,False,Does not play music,No lighting,FtrCactusesMini,,4123,8b5wuQtiQcBd8uxsa,True
mitten crab model,,,,,False,False,False,,,6000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishSyanhaiganiToy,,7019,cTAZtg8MzbFFbEHFN,False
mixer,Tomatoes,,,,False,False,False,,1400,350,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_0_0,0_0,1050,ynbwa4cYLx3HDvyx7,True
mixer,Green smoothie,,,,False,False,False,,1400,350,Black,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_1_0,1_0,1050,besqQdHZJv2QkguWA,True
mixer,Carrots,,,,False,False,False,,1400,350,Gray,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_2_0,2_0,1050,KD4AWsSniLR67P5sn,True
mixer,Oranges,,,,False,False,False,,1400,350,Orange,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_3_0,3_0,1050,FuZSto5FtpvTJDksE,True
mixer,Blueberries,,,,False,False,False,,1400,350,Green,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_4_0,4_0,1050,yQzhKzgsNpmgCLy6u,True
mixer,Bananas,,,,False,False,False,,1400,350,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_5_0,5_0,1050,e8wF3FuLxR5LKRqTo,True
mixer,Strawberries,,,,False,False,False,,1400,350,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_6_0,6_0,1050,Em56xYRxtAZF2w8mX,True
mixer,Kiwifruit,,,,False,False,False,,1400,350,Light blue,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrMixer_Remake_7_0,7_0,1050,TEDvYqvNyt6GJQW9B,True
miyama stag model,,,,,False,False,False,,,3000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectMiyamakuwagataToy,,7083,CH4hXPpAP3bXWcPEH,False
modeling clay,Beginning stages,Creation,,,True,True,False,1,,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,False,Toy,False,Does not play music,No lighting,FtrClaytoy_Remake_0_0,0_0,7258,c9StuHHdFeaEvNx7v,False
modeling clay,Dinosaur,Creation,,,True,True,False,1,,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,False,Toy,False,Does not play music,No lighting,FtrClaytoy_Remake_1_0,1_0,7258,FC66CbJZ6sGhmd2Zw,False
modeling clay,Cake,Creation,,,True,True,False,1,,400,Yellow,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,False,Toy,False,Does not play music,No lighting,FtrClaytoy_Remake_2_0,2_0,7258,TquhR2AAz4NG7S8xJ,False
modeling clay,Colorful dinosaur,Creation,,,True,True,False,1,,400,Green,Light blue,1x1,Crafting,,1.0.0,school,child's room,None,None,False,Toy,False,Does not play music,No lighting,FtrClaytoy_Remake_3_0,3_0,7258,jGpauzsYFogScKq9a,False
modeling clay,Colorful cake,Creation,,,True,True,False,1,,400,Pink,Colorful,1x1,Crafting,,1.0.0,school,child's room,None,None,False,Toy,False,Does not play music,No lighting,FtrClaytoy_Remake_4_0,4_0,7258,qSpEuZ6saC9GWcJrX,False
modeling clay,Clay dinosaur,Creation,,,True,True,False,1,,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,False,Toy,False,Does not play music,No lighting,FtrClaytoy_Remake_5_0,5_0,7258,DwtZZENfBRnSCiXYQ,False
modeling clay,Clay cake,Creation,,,True,True,False,1,,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,False,Toy,False,Does not play music,No lighting,FtrClaytoy_Remake_6_0,6_0,7258,v3K2dKwSwB6Ly2JJh,False
mole cricket model,,,,,False,False,False,,,1500,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectOkeraToy,,7089,KFzaKycxuL8n3qTBv,False
Mom's candle set,Cubes,Design,,,False,True,False,1,,88,Colorful,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Lamp,False,Does not play music,Candle,FtrMomCandle_Remake_0_0,0_0,7143,FYgk8cTo2QgJXfho8,False
Mom's candle set,Elegant flowers,Design,,,False,True,False,1,,88,White,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Lamp,False,Does not play music,Candle,FtrMomCandle_Remake_1_0,1_0,7143,rhbZpNiqSxQFYFjET,False
Mom's candle set,Chic flowers,Design,,,False,True,False,1,,88,White,Beige,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Lamp,False,Does not play music,Candle,FtrMomCandle_Remake_2_0,2_0,7143,qniYFuKddXD6qMWsE,False
Mom's candle set,Pastel,Design,,,False,True,False,1,,88,White,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Lamp,False,Does not play music,Candle,FtrMomCandle_Remake_3_0,3_0,7143,N62JB95oqQ3DH4vKJ,False
Mom's candle set,Fairy tale,Design,,,False,True,False,1,,88,Red,Purple,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Lamp,False,Does not play music,Candle,FtrMomCandle_Remake_4_0,4_0,7143,5NquKTRtH2xXXfQtX,False
Mom's candle set,Marine,Design,,,False,True,False,1,,88,Light blue,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Lamp,False,Does not play music,Candle,FtrMomCandle_Remake_5_0,5_0,7143,xSpi7hrajjPkmapq6,False
Mom's cushion,Red with hearts,Cover pattern,,,False,True,False,1,,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Chair,False,Does not play music,No lighting,FtrMomCushion_Remake_0_0,0_0,7144,hvNQrR4uTyCMxxJpK,False
Mom's cushion,Blue with flowers,Cover pattern,,,False,True,False,1,,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Chair,False,Does not play music,No lighting,FtrMomCushion_Remake_1_0,1_0,7144,krf4iwGJGHr2NKPFb,False
Mom's cushion,Colorful quilt,Cover pattern,,,False,True,False,1,,88,Colorful,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Chair,False,Does not play music,No lighting,FtrMomCushion_Remake_2_0,2_0,7144,dbGxvTYFYm6ZnN5wm,False
Mom's cushion,Pop flowers,Cover pattern,,,False,True,False,1,,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Chair,False,Does not play music,No lighting,FtrMomCushion_Remake_3_0,3_0,7144,RK5hrNcDzDrc4eomb,False
Mom's cushion,Animal,Cover pattern,,,False,True,False,1,,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Chair,False,Does not play music,No lighting,FtrMomCushion_Remake_4_0,4_0,7144,LNWqJXXBa9axzg7xY,False
Mom's cushion,Denim,Cover pattern,,,False,True,False,1,,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,True,Chair,False,Does not play music,No lighting,FtrMomCushion_Remake_5_0,5_0,7144,NoTd7XXCGpHjwqnx7,False
Mom's homemade cake,Cat,Decorations,,,False,True,False,1,,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomCake_Remake_0_0,0_0,7146,hN6x7ohRpi7ZYJJvX,False
Mom's homemade cake,Strawberry & flowers,Decorations,,,False,True,False,1,,88,Red,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomCake_Remake_1_0,1_0,7146,uaEGpeTAHJXE64HZi,False
Mom's homemade cake,Carrot,Decorations,,,False,True,False,1,,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomCake_Remake_2_0,2_0,7146,y67sM38knQMui77sR,False
Mom's homemade cake,Dog,Decorations,,,False,True,False,1,,88,White,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomCake_Remake_3_0,3_0,7146,CANpPgd8d9xLdu4Mg,False
Mom's homemade cake,Bird,Decorations,,,False,True,False,1,,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomCake_Remake_4_0,4_0,7146,oYiTHnbqEbtGHyMfJ,False
Mom's homemade cake,Chocolate,Decorations,,,False,True,False,1,,88,Brown,Black,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomCake_Remake_5_0,5_0,7146,x3rXhNoAGPxrjwbbr,False
Mom's pen stand,Striped house,Design,,,False,True,False,1,,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Study,False,Does not play music,No lighting,FtrMomPenstand_Remake_0_0,0_0,7141,CcbzpqjBYkvMaboWP,False
Mom's pen stand,Stone house,Design,,,False,True,False,1,,88,Colorful,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Study,False,Does not play music,No lighting,FtrMomPenstand_Remake_1_0,1_0,7141,KpygYwh8xcdKjDMFq,False
Mom's pen stand,Brick house,Design,,,False,True,False,1,,88,Colorful,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Study,False,Does not play music,No lighting,FtrMomPenstand_Remake_2_0,2_0,7141,4bfxS83B4noPrgngu,False
Mom's pen stand,Fairy-tale house,Design,,,False,True,False,1,,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Study,False,Does not play music,No lighting,FtrMomPenstand_Remake_3_0,3_0,7141,DvprpbSzz4dncfjts,False
Mom's pen stand,Simple house,Design,,,False,True,False,1,,88,Colorful,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Study,False,Does not play music,No lighting,FtrMomPenstand_Remake_4_0,4_0,7141,Lgzgxrb3ALYqJZbni,False
Mom's pen stand,Wood house,Design,,,False,True,False,1,,88,Beige,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Study,False,Does not play music,No lighting,FtrMomPenstand_Remake_5_0,5_0,7141,3FFsbxLPsNrn5kioR,False
Mom's plushie,Bedford,Name,,,False,True,False,1,,88,White,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Toy,False,Does not play music,No lighting,FtrMomDoll_Remake_0_0,0_0,7147,d8cB4dRLidKddc2hs,False
Mom's plushie,Dot,Name,,,False,True,False,1,,88,Gray,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Toy,False,Does not play music,No lighting,FtrMomDoll_Remake_1_0,1_0,7147,DKas9PsDztwD7LGPC,False
Mom's plushie,Puppers,Name,,,False,True,False,1,,88,Brown,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Toy,False,Does not play music,No lighting,FtrMomDoll_Remake_2_0,2_0,7147,2bSejFcAt6ih9nqAA,False
Mom's plushie,Pippa,Name,,,False,True,False,1,,88,Pink,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Toy,False,Does not play music,No lighting,FtrMomDoll_Remake_3_0,3_0,7147,WbPLpDymxrwrgywoT,False
Mom's plushie,Gertie,Name,,,False,True,False,1,,88,Green,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Toy,False,Does not play music,No lighting,FtrMomDoll_Remake_4_0,4_0,7147,RRxowHFdXcDopP2Gy,False
Mom's plushie,Roary,Name,,,False,True,False,1,,88,Blue,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Toy,False,Does not play music,No lighting,FtrMomDoll_Remake_5_0,5_0,7147,iDxnL9nbqtetGrCbW,False
Mom's tea cozy,Patterned,Design,,,False,True,False,1,,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomPot_Remake_0_0,0_0,7138,GmXbMhreGMSzgRMLj,False
Mom's tea cozy,Green & white,Design,,,False,True,False,1,,88,Green,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomPot_Remake_1_0,1_0,7138,4Zv9eQdMko55n3jWC,False
Mom's tea cozy,Floral,Design,,,False,True,False,1,,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomPot_Remake_2_0,2_0,7138,T47oasfRkgFwqxyhb,False
Mom's tea cozy,Pink,Design,,,False,True,False,1,,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomPot_Remake_3_0,3_0,7138,FZT2mzrn83Bw6MoFS,False
Mom's tea cozy,Blue cat,Design,,,False,True,False,1,,88,Light blue,Light blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomPot_Remake_4_0,4_0,7138,BHHxuYzAo7ZWfXvaX,False
Mom's tea cozy,Blue & gray,Design,,,False,True,False,1,,88,Colorful,Black,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Dining,False,Does not play music,No lighting,FtrMomPot_Remake_5_0,5_0,7138,mwNxX2Cz3zhfyBfi6,False
Mom's tissue box,Quilted pattern,Cover pattern,,,False,True,False,1,,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,Does not play music,No lighting,FtrMomTissue_Remake_0_0,0_0,7140,t2qMKrjhBFyggjSoX,False
Mom's tissue box,Flowers,Cover pattern,,,False,True,False,1,,88,White,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,Does not play music,No lighting,FtrMomTissue_Remake_1_0,1_0,7140,bMkWsfYZFg3yQH2Xh,False
Mom's tissue box,Quilted animals,Cover pattern,,,False,True,False,1,,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,Does not play music,No lighting,FtrMomTissue_Remake_2_0,2_0,7140,cRmYKXpDR6cB3hGgK,False
Mom's tissue box,Fanciful quilted pattern,Cover pattern,,,False,True,False,1,,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,Does not play music,No lighting,FtrMomTissue_Remake_3_0,3_0,7140,sePqnNn8MrEQzKFFq,False
Mom's tissue box,Fruits,Cover pattern,,,False,True,False,1,,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,Does not play music,No lighting,FtrMomTissue_Remake_4_0,4_0,7140,s2iewGcx9Msc2dSm4,False
Mom's tissue box,Denim with stripes,Cover pattern,,,False,True,False,1,,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,False,Supplies,False,Does not play music,No lighting,FtrMomTissue_Remake_5_0,5_0,7140,vM9KL7jL4aufGebb5,False
monarch butterfly model,,,,,False,False,False,,,420,Orange,Orange,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectOhkabamadaraToy,,7091,sgcStTmcAh54XBuqo,False
moray eel model,,,,,False,False,False,,,6000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishUtsuboToy,,7025,FBzZFBbmSA3ebv6pC,False
mosquito model,,,,,False,False,False,,,390,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectKaToy,,5936,ZP2ctmwogKR6Jqssb,False
moss ball,,,,,False,False,False,,720,180,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,zen-style,None,None,None,False,Plants,False,Does not play music,No lighting,FtrBonsaiKokedama,,109,AbWzpJi5E7ZsnNJfG,True
