Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable
amp,White,,,,False,False,False,,5100.0,1275,White,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,None,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrAmp_Remake_1_0,1_0,849,MyyKQjQLoNwRBxotN,True
amp,Orange,,,,False,False,False,,5100.0,1275,Orange,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,None,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrAmp_Remake_2_0,2_0,849,RvK5HfWmj3JiarEuv,True
amp,Brown,,,,False,False,False,,5100.0,1275,Brown,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,None,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrAmp_Remake_3_0,3_0,849,tBcdytBjuxSm9d2fZ,True
amp,Blue,,,,False,False,False,,5100.0,1275,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,None,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrAmp_Remake_4_0,4_0,849,AmLfDtSibYyBDrMmY,True
amp,Red,,,,False,False,False,,5100.0,1275,Red,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,None,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrAmp_Remake_5_0,5_0,849,9PHmPyxF6fjKgGzKA,True
amp,Pink,,,,False,False,False,,5100.0,1275,Pink,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,None,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrAmp_Remake_6_0,6_0,849,yivR6nwwzFWyQ5ogM,True
analog kitchen scale,Red,,,,False,False,False,,1100.0,275,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrWeighing_Remake_0_0,0_0,3993,6WMJcEFXoWt9mmtvE,True
analog kitchen scale,Yellow,,,,False,False,False,,1100.0,275,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrWeighing_Remake_1_0,1_0,3993,YfYgj2jXPy6sip9Qu,True
analog kitchen scale,Green,,,,False,False,False,,1100.0,275,Green,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrWeighing_Remake_2_0,2_0,3993,Spi4XHmdPD2CX7xL4,True
analog kitchen scale,Blue,,,,False,False,False,,1100.0,275,Blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrWeighing_Remake_3_0,3_0,3993,LgKQD3p9WLzfg3GN4,True
analog kitchen scale,Pink,,,,False,False,False,,1100.0,275,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrWeighing_Remake_4_0,4_0,3993,FJHLtvYAkJLBCyvKZ,True
analog kitchen scale,Ivory,,,,False,False,False,,1100.0,275,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrWeighing_Remake_5_0,5_0,3993,o8gB7rkjtK8geGeMW,True
analog kitchen scale,Light blue,,,,False,False,False,,1100.0,275,Light blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrWeighing_Remake_6_0,6_0,3993,Xd3pqsLgpnFeWC46C,True
analog kitchen scale,Black,,,,False,False,False,,1100.0,275,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,True,Kitchen Things,False,Does not play music,No lighting,FtrWeighing_Remake_7_0,7_0,3993,2Sw2GvGbFtnz6Ft7g,True
anchovy model,,,,,False,False,False,,,600,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishAntyobiToy,,6999,jqs5hyDDgiozw7D6W,False
angelfish model,,,,,False,False,False,,,9000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishAngelfishToy,,6933,c68YashL9kXvfwLp4,False
ant farm,,,,,False,False,False,,1400.0,350,Green,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,facility,child's room,None,None,False,Special Insect,False,Does not play music,No lighting,FtrInsectAriFarm,,11866,nuqhnEuJinwzRrp2z,True
ant model,,,,,False,False,False,,,240,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectAriToy,,7053,pvyXsn72duZvP5csK,False
anthurium plant,White,,,,False,False,False,,990.0,247,Red,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,False,Plants,False,Does not play music,No lighting,FtrPlantAnthurium_Remake_0_0,0_0,3949,BfZjDAavNeyem3bFX,True
anthurium plant,Brown,,,,False,False,False,,990.0,247,Red,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,False,Plants,False,Does not play music,No lighting,FtrPlantAnthurium_Remake_1_0,1_0,3949,8r8yH5cDR9D94dWE2,True
anthurium plant,Light blue,,,,False,False,False,,990.0,247,Red,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,False,Plants,False,Does not play music,No lighting,FtrPlantAnthurium_Remake_2_0,2_0,3949,9WXR8N8LWcLgcbuTq,True
anthurium plant,Pink,,,,False,False,False,,990.0,247,Pink,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,False,Plants,False,Does not play music,No lighting,FtrPlantAnthurium_Remake_3_0,3_0,3949,eRvZ8pBJ2gMbQXTTC,True
anthurium plant,Black,,,,False,False,False,,990.0,247,White,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,False,Plants,False,Does not play music,No lighting,FtrPlantAnthurium_Remake_4_0,4_0,3949,X5WqEpcbqAunjxS4f,True
arapaima model,,,,,False,False,False,,,30000,Black,Black,2x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishPirarukuToy,,7006,mYrf2qXTygc8GphQC,False
aroma pot,White,Variation,,,True,True,False,1.0,,600,White,Light blue,1x1,Crafting,,1.0.0,living room,None,None,None,True,Beauty,False,Does not play music,No lighting,FtrAlomapot_Remake_0_0,0_0,1753,6AqmYqJXkqoYTfJej,False
aroma pot,Brown,Variation,,,True,True,False,1.0,,600,Brown,Orange,1x1,Crafting,,1.0.0,living room,None,None,None,True,Beauty,False,Does not play music,No lighting,FtrAlomapot_Remake_1_0,1_0,1753,kv6phyzaTZRerstP4,False
aroma pot,Green,Variation,,,True,True,False,1.0,,600,Green,Green,1x1,Crafting,,1.0.0,living room,None,None,None,True,Beauty,False,Does not play music,No lighting,FtrAlomapot_Remake_2_0,2_0,1753,QQLoouuttf58T3ufJ,False
aroma pot,Pink,Variation,,,True,True,False,1.0,,600,Pink,Pink,1x1,Crafting,,1.0.0,living room,None,None,None,True,Beauty,False,Does not play music,No lighting,FtrAlomapot_Remake_3_0,3_0,1753,tLn4NcyuPmuHXgKn8,False
aroma pot,Cream,Variation,,,True,True,False,1.0,,600,Beige,Green,1x1,Crafting,,1.0.0,living room,None,None,None,True,Beauty,False,Does not play music,No lighting,FtrAlomapot_Remake_4_0,4_0,1753,5RFavNA2iBfAcQCK4,False
aroma pot,Black,Variation,,,True,True,False,1.0,,600,Black,Blue,1x1,Crafting,,1.0.0,living room,None,None,None,True,Beauty,False,Does not play music,No lighting,FtrAlomapot_Remake_5_0,5_0,1753,YZgdtQSYDiw8TTXzJ,False
arowana model,,,,,False,False,False,,,30000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishArowanaToy,,6935,SeSQEP9r8f4ZH3ZgP,False
Baby bear,Cream,,None,Shirt,False,False,True,1.0,1800.0,450,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_0_0,0_0,1501,g2XmJfB8pFYwRq9F6,True
Baby bear,Cream,,Heart,Shirt,False,False,True,1.0,1800.0,450,Beige,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_0_1,0_1,1501,SSKzzn4PKuGQwr2pL,True
Baby bear,Cream,,Fish,Shirt,False,False,True,1.0,1800.0,450,Beige,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_0_2,0_2,1501,36HzWPnuJQGP8dQ3J,True
Baby bear,Cream,,Star,Shirt,False,False,True,1.0,1800.0,450,Beige,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_0_3,0_3,1501,ejuF7sTa4N64k8AD9,True
Baby bear,Caramel mocha,,None,Shirt,False,False,True,1.0,1800.0,450,Beige,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_1_0,1_0,1501,pkRq4pGLsBgZJs6Zz,True
Baby bear,Caramel mocha,,Heart,Shirt,False,False,True,1.0,1800.0,450,Beige,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_1_1,1_1,1501,vXLCKkgzYCK7KQjgp,True
Baby bear,Caramel mocha,,Fish,Shirt,False,False,True,1.0,1800.0,450,Beige,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_1_2,1_2,1501,GvyMQSw6Y7dAssqLE,True
Baby bear,Caramel mocha,,Star,Shirt,False,False,True,1.0,1800.0,450,Beige,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_1_3,1_3,1501,B85z59MD8h7M9Ctrk,True
Baby bear,Choco,,None,Shirt,False,False,True,1.0,1800.0,450,Brown,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_2_0,2_0,1501,2T9YQNT5fZytrqrwK,True
Baby bear,Choco,,Heart,Shirt,False,False,True,1.0,1800.0,450,Brown,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_2_1,2_1,1501,CD9XqwhPSre2zzNjX,True
Baby bear,Choco,,Fish,Shirt,False,False,True,1.0,1800.0,450,Brown,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_2_2,2_2,1501,ZKQ8SQtNRXhQ63ANr,True
Baby bear,Choco,,Star,Shirt,False,False,True,1.0,1800.0,450,Brown,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_2_3,2_3,1501,muwwSKJHXGAeCmPEb,True
Baby bear,Floral,,None,Shirt,False,False,True,1.0,1800.0,450,Blue,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_3_0,3_0,1501,iC6uke9rdu6nFFZ9G,True
Baby bear,Floral,,Heart,Shirt,False,False,True,1.0,1800.0,450,Blue,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_3_1,3_1,1501,JgZfkc4k6nyjwjv9Q,True
Baby bear,Floral,,Fish,Shirt,False,False,True,1.0,1800.0,450,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_3_2,3_2,1501,hycjnzbvHSdCXcCSJ,True
Baby bear,Floral,,Star,Shirt,False,False,True,1.0,1800.0,450,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_3_3,3_3,1501,mjwTqXDWN6TXNtLoR,True
Baby bear,Checkered,,None,Shirt,False,False,True,1.0,1800.0,450,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_4_0,4_0,1501,QJqqQh5tQR59LFLXP,True
Baby bear,Checkered,,Heart,Shirt,False,False,True,1.0,1800.0,450,Yellow,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_4_1,4_1,1501,qBvYFruEFNxRRm4qF,True
Baby bear,Checkered,,Fish,Shirt,False,False,True,1.0,1800.0,450,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_4_2,4_2,1501,pfbzHggDW8rLZyySF,True
Baby bear,Checkered,,Star,Shirt,False,False,True,1.0,1800.0,450,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_4_3,4_3,1501,5uqwwqA6dMAhQFpmm,True
Baby bear,Tweed,,None,Shirt,False,False,True,1.0,1800.0,450,Colorful,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_5_0,5_0,1501,nPchvcMPNmZ7eDKJJ,True
Baby bear,Tweed,,Heart,Shirt,False,False,True,1.0,1800.0,450,Colorful,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_5_1,5_1,1501,mgSKedtr9Lk4NTaWL,True
Baby bear,Tweed,,Fish,Shirt,False,False,True,1.0,1800.0,450,Colorful,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_5_2,5_2,1501,goji34uBiXDRhjkSv,True
Baby bear,Tweed,,Star,Shirt,False,False,True,1.0,1800.0,450,Colorful,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,bear,False,Animal,False,Does not play music,No lighting,FtrBearS_Remake_5_3,5_3,1501,qjt78GA8vEf5xDW5W,True
Baby panda,,,,,False,False,False,,1800.0,450,Green,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,None,panda,False,Animal,False,Does not play music,No lighting,FtrPandaS,,9698,TrjKcMrQXJf7NCbta,True
bagworm model,,,,,False,False,False,,,1800,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectMinomushiToy,,7082,xPShFD4zcZx389xxz,False
ball,Basketball,,,,False,False,False,,520.0,130,Orange,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,None,None,True,Sports,True,Does not play music,No lighting,FtrBall_Remake_0_0,0_0,2010,kWNLESb9BwdejFzCw,True
ball,Soccer ball,,,,False,False,False,,520.0,130,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,None,None,True,Sports,True,Does not play music,No lighting,FtrBall_Remake_1_0,1_0,2010,Tps4AsF9ZaDrhn2CN,True
ball,Volleyball,,,,False,False,False,,520.0,130,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,None,None,True,Sports,True,Does not play music,No lighting,FtrBall_Remake_2_0,2_0,2010,6Jr79mcuZsGGPJjK8,True
ball,Dodgeball,,,,False,False,False,,520.0,130,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,None,None,True,Sports,True,Does not play music,No lighting,FtrBall_Remake_3_0,3_0,2010,7FFD7gshDsb7mmB2X,True
bamboo candleholder,Green bamboo,Bamboo,,,True,True,False,2.0,,880,Green,Beige,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,True,Lamp,False,Does not play music,Candle,FtrBambooCandle_Remake_0_0,0_0,3554,WzyJkmGQKPRk7xyv9,False
bamboo candleholder,Dried bamboo,Bamboo,,,True,True,False,2.0,,880,Yellow,Beige,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,True,Lamp,False,Does not play music,Candle,FtrBambooCandle_Remake_1_0,1_0,3554,yNHBsocxFskBwynvR,False
bamboo candleholder,Smoke-cured bamboo,Bamboo,,,True,True,False,2.0,,880,Brown,Beige,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,True,Lamp,False,Does not play music,Candle,FtrBambooCandle_Remake_2_0,2_0,3554,7xMibNQTXMWZvPWGR,False
bamboo drum,Green bamboo,Bamboo,,,True,True,False,1.0,,720,Green,Pink,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,True,Musical Instrument,False,Does not play music,No lighting,FtrBamboodrum_Remake_0_0,0_0,4093,gg3aBipuGNFEeuyQb,False
bamboo drum,Dried bamboo,Bamboo,,,True,True,False,1.0,,720,Yellow,Orange,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,True,Musical Instrument,False,Does not play music,No lighting,FtrBamboodrum_Remake_1_0,1_0,4093,Pexz4E7q8zEQMgyK6,False
bamboo drum,Smoke-cured bamboo,Bamboo,,,True,True,False,1.0,,720,Brown,Light blue,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,True,Musical Instrument,False,Does not play music,No lighting,FtrBamboodrum_Remake_2_0,2_0,4093,XAEk7jqLzW3yD58sp,False
bamboo lunch box,Green bamboo,Bamboo,,,True,True,False,1.0,,640,Green,Colorful,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,False,Dining,False,Does not play music,No lighting,FtrBambooLunch_Remake_0_0,0_0,5978,XTFhsR3P4ybuZhc3d,False
bamboo lunch box,Dried bamboo,Bamboo,,,True,True,False,1.0,,640,Yellow,Colorful,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,False,Dining,False,Does not play music,No lighting,FtrBambooLunch_Remake_1_0,1_0,5978,6AMme4wZdRJtrLuTj,False
bamboo lunch box,Smoke-cured bamboo,Bamboo,,,True,True,False,1.0,,640,Brown,Colorful,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,False,Dining,False,Does not play music,No lighting,FtrBambooLunch_Remake_2_0,2_0,5978,sS2JrzYMRLDbsNAxB,False
bamboo sphere,Green bamboo,Bamboo,,,True,True,False,1.0,,480,Green,Blue,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,False,Toy,False,Does not play music,No lighting,FtrBambooBall_Remake_0_0,0_0,5976,MyMNc3DYkCywyNQfd,False
bamboo sphere,Dried bamboo,Bamboo,,,True,True,False,1.0,,480,Yellow,Purple,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,False,Toy,False,Does not play music,No lighting,FtrBambooBall_Remake_1_0,1_0,5976,ZPTZa8nL2qZzec7Mn,False
bamboo sphere,Smoke-cured bamboo,Bamboo,,,True,True,False,1.0,,480,Brown,White,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,False,Toy,False,Does not play music,No lighting,FtrBambooBall_Remake_2_0,2_0,5976,5uyxDdyRak9EPGhur,False
bamboo-shoot lamp,,,,,True,False,False,,,4900,Brown,Beige,1x1,Crafting,,1.0.0,zen-style,None,bamboo,None,True,Lamp,False,Does not play music,Fluorescent,FtrBambooshootLamp,,5977,9j4wh3muQeG6F8Kz2,False
barred knifejaw model,,,,,False,False,False,,,15000,White,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishIshidaiToy,,6959,T9JBnkxBRJenY33Bg,False
barreleye model,,,,,False,False,False,,,45000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishDemenigisuToy,,6943,3Gucpfk3GP7mTsQtJ,False
beach ball,Colorful,,,,False,False,False,,430.0,107,Colorful,Colorful,1x1,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,ocean,None,None,None,True,Seaside,True,Does not play music,No lighting,FtrBeachball_Remake_0_0,0_0,9584,hduZB4RhQNp75i9W9,True
beach ball,Blue,,,,False,False,False,,430.0,107,Blue,White,1x1,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,ocean,None,None,None,True,Seaside,True,Does not play music,No lighting,FtrBeachball_Remake_1_0,1_0,9584,S76AqteAK5wCK3EaK,True
beach ball,Red,,,,False,False,False,,430.0,107,Red,White,1x1,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,ocean,None,None,None,True,Seaside,True,Does not play music,No lighting,FtrBeachball_Remake_2_0,2_0,9584,AAmKMRwJtXLZ7Q5gY,True
beach ball,Watermelon,,,,False,False,False,,430.0,107,Green,Black,1x1,Nook's Cranny,Available in all tiers of shops; including Timmy & Tommy before the shop is opened,1.0.0,ocean,None,None,None,True,Seaside,True,Does not play music,No lighting,FtrBeachball_Remake_3_0,3_0,9584,9Fr5G7gEkpJuvAfxp,True
bell cricket model,,,,,False,False,False,,,1290,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Insect,False,Does not play music,No lighting,FtrInsectSuzumushiToy,,7096,apSjqHeXMQqunDq68,False
betta model,,,,,False,False,False,,,7500,Light blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,False,Fish,False,Does not play music,No lighting,FtrFishBetaToy,,6937,6QbtWer62rhvhMTE5,False
bingo wheel,,,,,False,False,False,,1000.0,250,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,party,None,None,None,True,Toy,False,Does not play music,No lighting,FtrBingo,,864,atdJftYHmjRyrZctD,True
birthday cake,Whipped-cream topping,Variation,,,False,True,False,1.0,,100,White,Colorful,1x1,Birthday,,1.0.0,party,fancy,None,birthday,True,Seasonal Decor,False,Does not play music,Candle,FtrBirthdayCake_Remake_0_0,0_0,3592,QGv7TucCMZbT9GAgb,False
