Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable
animal-print coat,Blue,False,2320,580,Blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,True,1.0.0,Cute,everyday,True,TopsTexTopCoatLAnimal0,4465,ozg6yMkXQzsmkjPsW,True
animal-print coat,Green,False,2320,580,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Cute,everyday,True,TopsTexTopCoatLAnimal1,8449,gWnBj8n2ZKrm8j8zf,True
animal-print coat,Purple,False,2320,580,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Cute,everyday,True,TopsTexTopCoatLAnimal2,8450,jKHbF6WwExfSBPBww,True
animal-print coat,Pink,False,2320,580,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,Winter,False,1.0.0,Cute,everyday,True,TopsTexTopCoatLAnimal3,8451,rsgnoR4TBYBqJMXBg,True
animal-stripes tee,Tiger,False,960,240,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cool,everyday; comfy,True,TopsTexTopTshirtsHStripe0,8198,WTG2RBsXk5cimHsis,True
animal-stripes tee,Zebra,False,960,240,Gray,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cool,everyday; comfy,True,TopsTexTopTshirtsHStripe1,12066,gkjWimKdm6sMgiTw8,True
annyeong tee,,False,640,160,Light blue,White,1x1,,Nook Shopping Catalog,,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopTshirtsHHellokr0,12117,mfMor9YWpsoEbPK5e,True
anorak jacket,Camel,False,1400,350,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,True,TopsTexTopCoatLAnorak0,4793,agpR79ZTHcuQheDdF,True
anorak jacket,Red,False,1400,350,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,True,TopsTexTopCoatLAnorak1,9308,Ws4vh3dya8i8nPtJ9,True
anorak jacket,Blue,False,1400,350,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; outdoorsy,True,TopsTexTopCoatLAnorak2,9309,BaiWuWNL9muLeYYkQ,True
apron,Orange,False,840,210,Orange,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; work,True,TopsTexTopCoatHApron0,3228,LTZqXvkrNxza2nMPb,True
apron,Green,False,840,210,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; work,True,TopsTexTopCoatHApron1,9595,d5kmhJqzcK6uT3iJr,True
apron,Blue,False,840,210,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; work,True,TopsTexTopCoatHApron2,9596,sc9Mtxn3PWuAtCtWt,True
apron,Pink,False,840,210,Pink,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; work,True,TopsTexTopCoatHApron3,9597,yT7c96mMafv5QEddb,True
apron,Light blue,False,840,210,Light blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; work,True,TopsTexTopCoatHApron4,9598,EbD6WxjrdSDosTkPa,True
apron,Purple,False,840,210,Purple,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; work,True,TopsTexTopCoatHApron5,9599,GRb6jZGaZzWdsmYuj,True
apron,Gray,False,840,210,Gray,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; work,True,TopsTexTopCoatHApron6,9600,QdF6ZF74688kYPLx3,True
apron,Brown,False,840,210,Brown,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Simple,everyday; work,True,TopsTexTopCoatHApron7,9601,wu2TYq7RGJWFEugZs,True
Aran-knit cardigan,Beige,False,1300,325,Beige,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArancardigan0,3643,fJR97K7r3qHAB2TLr,True
Aran-knit cardigan,Light blue,False,1300,325,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArancardigan1,7678,MzK6AWudRCPLEdSPi,True
Aran-knit cardigan,Pink,False,1300,325,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArancardigan2,7679,mJtGnjdLxpmdakhxo,True
Aran-knit cardigan,Yellow,False,1300,325,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArancardigan3,7680,7nmckbhG5uG3JQxPz,True
Aran-knit sweater,Red,False,1200,300,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLAran0,3633,Bk2v8mfDeJJX3khg6,True
Aran-knit sweater,White,False,1200,300,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLAran1,7672,r9fBZ2q6e4neh4vxK,True
Aran-knit sweater,Gray,False,1200,300,Gray,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLAran2,7673,GDMzeQoGkah87ocD7,True
Aran-knit sweater,Green,False,1200,300,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLAran3,7674,twRmAecxYcKDTriJu,True
Aran-knit sweater,Black,False,1200,300,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLAran4,7675,nDgu8apAqxvPpaYaa,True
Aran-knit sweater,Orange,False,1200,300,Orange,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLAran5,7676,yWjKAXMSpvrdPQ96S,True
Aran-knit sweater,Blue,False,1200,300,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLAran6,7677,csp3scivRcpNKguZd,True
argyle sweater,Green,False,1200,300,Green,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArgyle0,3579,xEqYEzdaBXvj9s346,True
argyle sweater,Gray,False,1200,300,Gray,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArgyle1,7742,asRCNMsvrCGPew8ao,True
argyle sweater,Mustard,False,1200,300,Yellow,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArgyle2,7743,YnhhYiacfsWJcPCpe,True
argyle sweater,Black,False,1200,300,Black,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArgyle3,7744,5nftKFQRatJC7xgjB,True
argyle sweater,Red,False,1200,300,Red,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArgyle4,7745,nRyNWtuy5uhdJWfQg,True
argyle sweater,Purple,False,1200,300,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArgyle5,7746,f5YsDGb6KcjJHHDvj,True
argyle sweater,Pink,False,1200,300,Pink,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArgyle6,7747,wcs4qoRrafHXt9EKj,True
argyle sweater,White,False,1200,300,White,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Simple,everyday; comfy,True,TopsTexTopOuterLArgyle7,7748,22jF8CGD8WXrECzwD,True
argyle vest,Blue,False,1440,360,Blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLArgyle0,3262,QfjxZgK6b3zp2hr7T,True
argyle vest,Pink,False,1440,360,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLArgyle1,8480,3gRjPwykkZqE2f3tp,True
argyle vest,Brown,False,1440,360,Brown,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLArgyle2,8481,o9fJxQLHiEstT9dtt,True
argyle vest,Red,False,1440,360,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLArgyle3,8482,SMfqtZmDWDAZPEGvM,True
argyle vest,Gray,False,1440,360,Gray,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLArgyle4,8483,akqeXj6PYe8Bj4aYY,True
argyle vest,Green,False,1440,360,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,everyday; formal; work,True,TopsTexTopYshirtsLArgyle5,8484,LsiMSCR4tDsnLMF7K,True
athletic jacket,Red,False,960,240,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,True,TopsTexTopOuterLJersey0,3244,zgcZP2SW38SpysHJA,True
athletic jacket,Green,False,960,240,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,True,TopsTexTopOuterLJersey1,7198,PzvRHyyS9mQYtTFgw,True
athletic jacket,Black,False,960,240,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,True,TopsTexTopOuterLJersey2,7199,QhC4BYigzMiswiDSn,True
athletic jacket,Blue,False,960,240,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,True,TopsTexTopOuterLJersey3,7200,3zz3YpwYWcYJifHkC,True
athletic jacket,Berry red,False,960,240,Red,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,True,TopsTexTopOuterLJersey4,7201,YfNJuXFSjQuTwuETC,True
athletic jacket,Navy blue,False,960,240,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,outdoorsy; comfy; sporty,True,TopsTexTopOuterLJersey5,7202,ZYQDPwif9z8YR4Wpr,True
baggy shirt,Gray,False,NFS,10,Gray,Gray,1x1,,Recycle bin,,All Year,False,1.0.0,Simple,goth; comfy,True,TopsTexTopTshirtsLLoose0,4710,LCtayENx9EyLYa4Za,False
baggy shirt,Black,False,NFS,10,Black,Black,1x1,,Recycle bin,,All Year,False,1.0.0,Simple,goth; comfy,True,TopsTexTopTshirtsLLoose1,8554,7ffsMJC98YG5kro2L,False
baggy shirt,Brown,False,NFS,10,Brown,Brown,1x1,,Recycle bin,,All Year,False,1.0.0,Simple,goth; comfy,True,TopsTexTopTshirtsLLoose2,8555,zKcqFuTkyBr7coxfb,False
baseball shirt,Navy blue,False,1120,280,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsHBaseball0,4419,vYCgqwhsoMRcDJfF3,True
baseball shirt,Red,False,1120,280,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsHBaseball1,9393,kA8dp8bAq7K4sFtCm,True
baseball shirt,Gray,False,1120,280,Gray,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsHBaseball2,9394,fqjd2QBaMZMbwDEhL,True
baseball shirt,Black,False,1120,280,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsHBaseball3,9395,htYo33ejttt75X4mk,True
baseball shirt,White,False,1120,280,White,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsHBaseball4,9396,hSnStWauqiSxbZNXX,True
baseball shirt,Yellow,False,1120,280,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsHBaseball5,9397,r5Xs4qK8wvp6fymea,True
basketball tank,Purple,False,1120,280,Purple,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsNBasketballshirts0,2727,dKYrtNZerQWq6Gt7W,True
basketball tank,Red,False,1120,280,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsNBasketballshirts1,8038,uoMWejnjaZ6AyHNQt,True
basketball tank,Green,False,1120,280,Green,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsNBasketballshirts2,8039,k2LnL52SusAtRrHmq,True
basketball tank,Orange,False,1120,280,Orange,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsNBasketballshirts3,8040,vvNhYDS8JMeaS6ixD,True
basketball tank,Blue,False,1120,280,Blue,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsNBasketballshirts4,8041,cParkHGdWthejc4wo,True
basketball tank,Yellow,False,1120,280,Yellow,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsNBasketballshirts5,8042,Qp3ibpyH77Cue45i3,True
basketball tank,Light blue,False,1120,280,Light blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsNBasketballshirts6,8043,3Zq39RDqBexmDhnbQ,True
basketball tank,Black,False,1120,280,Black,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Active,sporty; work,True,TopsTexTopTshirtsNBasketballshirts7,8044,9x9KAwjxXjS5iLkEM,True
bear tee,,False,800,200,Green,Brown,1x1,,Nook Shopping Catalog,,All Year,False,1.0.0,Active,everyday; comfy,True,TopsTexTopTshirtsHBear0,8196,6smBqDtdwrcsSvnSD,True
big-star tee,,False,560,140,Blue,Yellow,1x1,,Nook Shopping Catalog,,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopTshirtsHStar0,6822,JpATLjagWyw8q8zqx,True
biker jacket,Black,False,1750,437,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cool,everyday; outdoorsy; theatrical,True,TopsTexTopYshirtsLRiders0,3198,evbChpmd6EcLcM3Tz,True
biker jacket,Brown,False,1750,437,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,True,TopsTexTopYshirtsLRiders1,8559,hWrrNDEHNvMb7frrA,True
biker jacket,Beige,False,1750,437,Beige,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,True,TopsTexTopYshirtsLRiders2,8560,ha4hWKpn4CiAXqN3C,True
biker jacket,Red,False,1750,437,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,True,TopsTexTopYshirtsLRiders3,8561,4PQfMkGAWJbGRABFb,True
biker jacket,Blue,False,1750,437,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,True,TopsTexTopYshirtsLRiders4,8562,B2zPcdArK6waMjoBz,True
biker jacket,Yellow,False,1750,437,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,everyday; outdoorsy; theatrical,True,TopsTexTopYshirtsLRiders5,8563,ccT7cJJhSKR8XfXdL,True
blossom tee,Pink,False,800,200,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy,True,TopsTexTopTshirtsHFlower0,8205,M7qCnBYqNGLyLSskf,True
blossom tee,Blue,False,800,200,Light blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy,True,TopsTexTopTshirtsHFlower1,12099,cskAiddHb4wcR4Rny,True
blossom tee,Yellow,False,800,200,Yellow,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy,True,TopsTexTopTshirtsHFlower2,12100,PSC7XZs443Ew5Ntdx,True
blossom tee,Green,False,800,200,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy,True,TopsTexTopTshirtsHFlower3,12101,97cQhCcwgx4Cf2RLS,True
blossom tee,Purple,False,800,200,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cute,everyday; comfy,True,TopsTexTopTshirtsHFlower4,12102,A6TyYLhfoDitFeCiR,True
boa blouson,Purple,False,1680,420,Purple,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,True,1.0.0,Cute,everyday; fairy tale; comfy,True,TopsTexTopOuterLBlouson0,4598,tsxSZ2Dy6kYf8hsyR,True
boa blouson,Beige,False,1680,420,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; fairy tale; comfy,True,TopsTexTopOuterLBlouson1,8005,NgsGbsW8Wn8K6DT7Y,True
boa blouson,Blue,False,1680,420,Blue,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; fairy tale; comfy,True,TopsTexTopOuterLBlouson2,8006,PvqQmZ5RhnjBgA4dF,True
boa blouson,White,False,1680,420,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Cute,everyday; fairy tale; comfy,True,TopsTexTopOuterLBlouson3,8007,XzXMD6y9mn5dJY7ZR,True
boa fleece,White,False,1400,350,White,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy; comfy,True,TopsTexTopYshirtsLFleece0,3705,ajrhqED9o9KJD82qY,True
boa fleece,Green,False,1400,350,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy; comfy,True,TopsTexTopYshirtsLFleece1,8315,onYuhrcTdxzzQnsXi,True
boa fleece,Navy blue,False,1400,350,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy; comfy,True,TopsTexTopYshirtsLFleece2,8316,pbSceZdarEEYbe36G,True
boa fleece,Beige,False,1400,350,Beige,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy; comfy,True,TopsTexTopYshirtsLFleece3,8317,yQ2sLqk5QgqDkL9MM,True
boa fleece,Blue,False,1400,350,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy; comfy,True,TopsTexTopYshirtsLFleece4,8318,kr3zQJ5ACzjygZxXN,True
boa fleece,Pink,False,1400,350,Pink,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy; comfy,True,TopsTexTopYshirtsLFleece5,8319,hWRdrnxHy4m7xM8wp,True
boa fleece,Yellow,False,1400,350,Yellow,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy; comfy,True,TopsTexTopYshirtsLFleece6,8320,GDpeQZw9dsqrZoioH,True
boa fleece,Lime,False,1400,350,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,False,1.0.0,Active,everyday; outdoorsy; comfy,True,TopsTexTopYshirtsLFleece7,8321,K24sHEbxDRcEvuJhZ,True
bold aloha shirt,Navy blue,False,960,240,Blue,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,comfy; vacation,True,TopsTexTopYshirtsHPolynesia0,8206,KuY6kA7WnY24gjmhF,True
bold aloha shirt,Pink,False,960,240,Pink,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Active,comfy; vacation,True,TopsTexTopYshirtsHPolynesia1,12098,t6XA6gv2RhEy2CWZ5,True
bomber-style jacket,Avocado,False,1440,360,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,everyday; outdoorsy,True,TopsTexTopOuterLMaone0,4401,vih97zG2HgN8cg54w,True
bomber-style jacket,Black,False,1440,360,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,everyday; outdoorsy,True,TopsTexTopOuterLMaone1,8566,MW8k9p5yzJLtCr57p,True
bomber-style jacket,Blue,False,1440,360,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,everyday; outdoorsy,True,TopsTexTopOuterLMaone2,8567,TYuRohPqb6aJEw2eu,True
bomber-style jacket,Brown,False,1440,360,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,everyday; outdoorsy,True,TopsTexTopOuterLMaone3,8568,c43Dyv4hPewtXPXtL,True
bone tee,,False,640,160,Yellow,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopTshirtsHMeat0,8200,MtsJHoZtAniizhXzb,True
bonjour tee,,False,640,160,White,Red,1x1,,Nook Shopping Catalog,,All Year,False,1.0.0,Simple,everyday; comfy,True,TopsTexTopTshirtsHHellofr0,12115,2eprjJTFoSP9v8fem,True
botanical tee,Black,False,800,200,Black,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Cool,everyday; comfy; vacation,True,TopsTexTopTshirtsHBotanical0,9831,oMALunHDp3gEEuwXv,True
botanical tee,White,False,800,200,White,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Cool,everyday; comfy; vacation,True,TopsTexTopTshirtsHBotanical1,11956,sRLnWmuoFqDQXw7L8,True
bowling shirt,Red,False,1260,315,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,True,1.0.0,Cool,comfy; sporty,True,TopsTexTopYshirtsHBowling0,3698,nqr3XGTNmtobMKMch,True
