Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Filename,Internal ID,Unique Entry ID,Purchasable
fedora,Black,False,1100,275,Black,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt1,11045,zTSoW9sFAM4jqkCmD,True
fedora,Green,False,1100,275,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt2,11046,nwx3eQHk7YjNCAHzw,True
fedora,Gray,False,1100,275,Gray,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt3,11047,EX6P3biqxQkLeapFs,True
fedora,White,False,1100,275,White,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt4,11048,MMhwGN3er9uwzDxF5,True
fedora,Red,False,1100,275,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cool,everyday; formal; work,HeadCap,True,CapHatFelt5,11049,wB4FD2KQdHdz2FZwQ,True
firefighter's hat,Black,False,1680,420,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter0,5374,cR8NwZTuWmdYG35Jj,True
firefighter's hat,Flame orange,False,1680,420,Orange,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter1,11617,ojPEDB7k3osmjq82R,True
firefighter's hat,Brown,False,1680,420,Brown,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter2,11618,47iL65Sp7sTq2dw6Y,True
firefighter's hat,Lime yellow,False,1680,420,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter3,11619,8T8xo8DZHyEuWTPAo,True
firefighter's hat,Avocado,False,1680,420,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,work,Headgear_HasBang,False,CapBangsFirefighter4,11620,fXaWtDi9ugKd7CvfL,True
flashy hairpin,Pink,False,2340,585,Pink,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy0,8611,qMr5rv9p6nKMWpn6W,True
flashy hairpin,Blue,False,2340,585,Blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy1,10842,JrGYYeC2rDuLtcuKX,True
flashy hairpin,Black,False,2340,585,Black,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy2,10843,KmZhyAbsJeBkdsPaL,True
flashy hairpin,Purple,False,2340,585,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy3,10844,JuXNKBGSRgoHmATrq,True
flashy hairpin,Orange,False,2340,585,Orange,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy4,10845,jwxxG5ozBHRSq8wee,True
flashy hairpin,Green,False,2340,585,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy5,10846,YcYK3wi8wihn3LWMm,True
flashy hairpin,White,False,2340,585,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,True,CapOrnamentLGaudy6,10847,yQpkhzDDYowAwfiPF,True
floral hairpin,Pink,False,490,122,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin0,9854,8Jddb8tpAJ9dCFNhR,True
floral hairpin,Blue,False,490,122,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin1,11959,dgTtevqFfurYfYBQh,True
floral hairpin,Green,False,490,122,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin2,11960,T3TwnGGaSJcMWTXTh,True
floral hairpin,Yellow,False,490,122,Yellow,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin3,11961,bcbeTcynoeqp7yk9M,True
floral hairpin,Purple,False,490,122,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLFlowerhairpin4,11962,noggDuHahWHjjMMTa,True
football helmet,Green,False,1440,360,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball0,5373,PydL8RyPvCHkw25Gu,True
football helmet,White,False,1440,360,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball1,11604,BqaKYDQcnYuGkhqiX,True
football helmet,Yellow,False,1440,360,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball2,11605,BytzMWFtdrWWBbSoo,True
football helmet,Berry red,False,1440,360,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball3,11606,z7NnWCTf5ZCitpECu,True
football helmet,Blue,False,1440,360,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball4,11607,jxqjGgzngsgwDEiLf,True
football helmet,Turquoise,False,1440,360,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball5,11608,j5hCTq5yhHnh252uh,True
football helmet,Red,False,1440,360,Orange,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball6,11609,kocqTA3FPgXfmvj35,True
football helmet,Black,False,1440,360,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadFullFace,False,CapFullfaceFootball7,11610,jZBkWeTG9x88Db6qF,True
fox mask,White,False,1400,350,White,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,goth; theatrical,HeadFace,True,CapMaskFox0,6034,hvuy2ff7D5HmQDWhP,True
fox mask,Black,False,1400,350,Black,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,goth; theatrical,HeadFace,True,CapMaskFox1,11171,zERfZuwMz99moPjmM,True
frog cap,Green,False,1120,280,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,False,CapCostumeFrog0,5335,2o34Cs7NhTHdiAA2J,True
frog cap,Blue,False,1120,280,Light blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,False,CapCostumeFrog1,11697,oppZjp8fdNEbvCeWy,True
frog cap,Red,False,1120,280,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,False,CapCostumeFrog2,11698,o8tC4pEQPnv7ShYJs,True
frog cap,Yellow,False,1120,280,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,False,CapCostumeFrog3,11699,roQnkD6zXyDrsjDRx,True
frugal hat,Brown,False,350,87,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,fairy tale; goth,HeadCap,True,CapHatSimple0,5299,ryjuAa957xkyQ9Crx,True
frugal hat,Green,False,350,87,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,fairy tale; goth,HeadCap,True,CapHatSimple1,11846,zB2YwDPXFAkqrfWGo,True
frugal hat,Blue-gray,False,350,87,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Simple,fairy tale; goth,HeadCap,True,CapHatSimple2,11847,XvM7B98w2X54g4838,True
geisha wig,Red,False,,1350,Red,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Cute,theatrical; work,Headgear_HasEar,False,CapWigGeisya0,5695,fGEdJDfBN5EEhBjFj,False
geisha wig,Pink,False,,1350,Pink,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Cute,theatrical; work,Headgear_HasEar,False,CapWigGeisya1,9741,HZxA8fN7NH8kMfH4P,False
geisha wig,Golden yellow,False,,1350,Orange,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Cute,theatrical; work,Headgear_HasEar,False,CapWigGeisya2,9742,daRdXsccgpzPLvpWz,False
geisha wig,Green,False,,1350,Green,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Cute,theatrical; work,Headgear_HasEar,False,CapWigGeisya3,9743,umAWMdQi84vc4BLvt,False
geisha wig,Blue,False,,1350,Blue,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Cute,theatrical; work,Headgear_HasEar,False,CapWigGeisya4,9744,8dXu7jqM6YCLK5wSj,False
geisha wig,Purple,False,,1350,Purple,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Cute,theatrical; work,Headgear_HasEar,False,CapWigGeisya5,9745,GLvMy7wJZEaiBREgu,False
geisha wig,Black,False,,1350,Black,Colorful,1x1,,Gulliver,,All Year,False,1.0.0,Cute,theatrical; work,Headgear_HasEar,False,CapWigGeisya6,9746,JKW7jE3fFnXoH6vyB,False
giant ribbon,Red,False,1470,367,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,CapOrnamentTRibbon0,9861,NWaA4reiG5GXxgXMS,True
giant ribbon,Green,False,1470,367,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,CapOrnamentTRibbon1,12052,uhM23tq3RxpJDFhsJ,True
giant ribbon,Blue,False,1470,367,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,CapOrnamentTRibbon2,12053,Rh6hZNJPHiZXLvAHJ,True
giant ribbon,Yellow,False,1470,367,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,CapOrnamentTRibbon3,12054,LbWPp7gGXze4MaLxm,True
giant ribbon,Orange,False,1470,367,Orange,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,CapOrnamentTRibbon4,12055,tySwtmJW5XaZ66nBx,True
giant ribbon,Pink,False,1470,367,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,CapOrnamentTRibbon5,12056,bkdobifkzuPTK7fxe,True
giant ribbon,White,False,1470,367,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,CapOrnamentTRibbon6,12057,SWbrNbBpjj4FWtPyE,True
giant ribbon,Black,False,1470,367,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Back,True,CapOrnamentTRibbon7,12058,zCcR8JcuDcusf8GdX,True
glengarry,Black,False,1320,330,Black,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,formal; work,HeadCap,True,CapHatGreeneryRed,6049,wJL28HCtAeYiw9Qnf,True
gold helmet,Gold,True,,50000,Yellow,Red,1x1,,Crafting,,All Year,False,1.0.0,Gorgeous,fairy tale; goth,HeadFullFace,False,CapFullfaceKnightGold,5346,BBTeM9iQR8tG5DCWA,False
gold rose crown,Gold,True,,12000,Yellow,Yellow,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentRose5,7378,FX33n2bWNfRJ6cuKm,False
gothic headdress,Purple,False,1120,280,Purple,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,CapHelmetHeaddress0,5683,6nyKqBfGMQyFYzH5b,True
gothic headdress,Black,False,1120,280,Black,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,CapHelmetHeaddress1,11897,xgnfJr4rfnJHpz3Cy,True
gothic headdress,Red,False,1120,280,Red,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,CapHelmetHeaddress2,11898,cA4XoM6rcf2WkamCd,True
gothic headdress,Pink,False,1120,280,Pink,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,CapHelmetHeaddress3,11899,3YJZivZRjNYpNojJE,True
gothic headdress,Blue,False,1120,280,Blue,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,CapHelmetHeaddress4,11900,Wvsj8vtWWZjrY6E7A,True
gothic headdress,Light purple,False,1120,280,Purple,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Elegant,fairy tale; party; theatrical,Headgear_NoEar,False,CapHelmetHeaddress5,11901,ZgopQMMTea5nJSdbY,True
grape hat,Purple,False,700,175,Purple,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadCap,True,CapHatGrape,5278,T7jWyxruDuEJssnYX,True
halo,Gold,False,2220,555,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,fairy tale; party; theatrical,HeadHairOrnament_Peak,True,CapOrnamentAAngel0,6921,h5uXo4cEWBngWp7sS,True
handmade crown,,False,300,75,Red,Colorful,1x1,,International Children's Day,,All Year,False,1.2.0,Active,fairy tale; theatrical,HeadHairOrnament_Top,True,CapOrnamentCChildren0,12576,qtR8v5BvaApJkokuf,False
headband,Pink,False,1400,350,Pink,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,comfy,Headgear_HasEar,False,CapWigTurban0,6093,2ZQBtmCyTt4kGY2gM,True
headband,Blue,False,1400,350,Blue,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,Headgear_HasEar,False,CapWigTurban1,11894,mPfXwKGa6z727jCWn,True
headband,Purple,False,1400,350,Purple,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,Headgear_HasEar,False,CapWigTurban2,11895,pMiCACYSmotv2pnjM,True
headband,Green,False,1400,350,Green,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,comfy,Headgear_HasEar,False,CapWigTurban3,11896,j5Rqh4hpw7udSzMkx,True
headgear,Red,False,910,227,Red,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeHeadgear0,5687,jmnTEJgWu8kHL6CcQ,True
headgear,Blue,False,910,227,Blue,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeHeadgear1,11611,zP46qRtShEG5TzNzz,True
headgear,Green,False,910,227,Green,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeHeadgear2,11612,EjbvXi9Trp5gZiWBp,True
headkerchief,Green,False,490,122,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cool,goth; outdoorsy,HeadFullFace,False,CapFullfaceHokkamuriGreen,5322,K59p7jjXDCpeYStyh,True
heart hairpin,Pink,False,700,175,Pink,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,True,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLHearthairpin0,9855,FoQyDjHid692cLQsr,True
heart hairpin,Red,False,700,175,Red,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLHearthairpin1,12165,nsf444hSHhw4cqT9H,True
heart hairpin,Green,False,700,175,Green,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLHearthairpin2,12166,qH6kogG5qtph3XpyQ,True
heart hairpin,Blue,False,700,175,Blue,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLHearthairpin3,12167,BWs2TWo5MnAHfR9Qk,True
heart hairpin,Black,False,700,175,Black,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,False,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,True,CapOrnamentLHearthairpin4,12168,qoHkG5w57FHejH7sW,True
helmet with goggles,Pink,False,1100,275,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeGogglehelmet0,5435,GTB58K7ExPYkAxPYj,True
helmet with goggles,Green,False,1100,275,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeGogglehelmet1,10230,KvThemab48jjKvtnD,True
helmet with goggles,Purple,False,1100,275,Purple,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeGogglehelmet2,10231,jms7b32h94CH8XZg7,True
helmet with goggles,Blue,False,1100,275,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeGogglehelmet3,10232,hZsMf2hdM5F4t9GwN,True
helmet with goggles,Red,False,1100,275,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeGogglehelmet4,10233,M7hddkFgC8kGhWmS8,True
helmet with goggles,Light blue,False,1100,275,Light blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeGogglehelmet5,10234,DExMtuaqW7nmbKpfy,True
helmet with goggles,Black,False,1100,275,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeGogglehelmet6,10235,oNKeKYrhc57TYvMSQ,True
helmet with goggles,Yellow,False,1100,275,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,Headgear_NoEarNoJaw,False,CapCostumeGogglehelmet7,10236,yhhDptKbgXLEAjvsm,True
hibiscus hairpin,Red,False,560,140,Red,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,fairy tale; vacation,HeadHairOrnament_Left,True,CapOrnamentLHibiscus0,8614,eCSHrbwdZvKvfuYA7,True
hibiscus hairpin,Yellow,False,560,140,Yellow,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,False,1.0.0,Elegant,fairy tale; vacation,HeadHairOrnament_Left,True,CapOrnamentLHibiscus1,10848,qqegoEzGt7MfWh4sW,True
hibiscus hairpin,White,False,560,140,White,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Elegant,fairy tale; vacation,HeadHairOrnament_Left,True,CapOrnamentLHibiscus2,10849,79RboM5aoWXKBrJS9,True
hibiscus hairpin,Pink,False,560,140,Pink,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,True,1.0.0,Elegant,fairy tale; vacation,HeadHairOrnament_Left,True,CapOrnamentLHibiscus3,10850,WMsj6WkZyxhMKddte,True
hockey mask,White,False,1440,360,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,goth; sporty; work,HeadFace,False,AccessoryGlassmouthHockeyWhite,6041,NDgayuyJk7tRysSQr,True
hot-dog hood,Red,False,560,140,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,party; theatrical,Headgear_HasBang,False,CapBangsSausage,5369,w2djDRA9FiE4WD6pX,True
hyacinth crown,Red,True,,640,Red,Yellow,1x1,,Crafting,,All Year,False,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,True,CapOrnamentHyacinth1,5096,AupxHTZM4fc5HJBRu,False
imitation cow skull,White,False,1120,280,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,goth; theatrical,HeadCap,True,CapHatCowWhite,5447,vWz6PnRkqiMa2KJkv,True
imp hood,Black,False,1760,440,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth; theatrical,Headgear_NoEarNoJaw,False,CapCostumeDevil0,5464,f7MYQ3k8qYWwTtrcr,True
imp hood,Red,False,1760,440,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cool,fairy tale; goth; theatrical,Headgear_NoEarNoJaw,False,CapCostumeDevil1,11707,RWdscwMxzzK7X6Sue,True
jester's cap,Purple & yellow,False,1900,475,Purple,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,HeadCap,True,CapHatClown0,5385,uzMtDwv5WzzBbLXK2,True
jester's cap,Black & white,False,1900,475,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,HeadCap,True,CapHatClown1,11860,ugMtz99HpaJBEppZS,True
jester's cap,Red & blue,False,1900,475,Red,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,HeadCap,True,CapHatClown2,11861,Th7opeed6gy9YnjG8,True
jester's cap,Green & red,False,1900,475,Green,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; goth; party; theatrical; work,HeadCap,True,CapHatClown3,11862,TpcZ2N8qWJhNcPaj3,True
jockey's helmet,Pink,False,1120,280,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; work,HeadCap,True,CapHatJockey0,5367,kcuBkLhA6Ju8cK7hm,True
