Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Lighting Type,Door Deco,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
autograph cards,Signature,,Comedian's signature,Signature,False,False,True,1,1400,350,White,White,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrAutograph_Remake_0_1,0_1,1899,agiS2suZcLp3cZp7x,True,0,2020-08-13
autograph cards,Handprints,,Musician's signature,Signature,False,False,True,1,1400,350,Beige,White,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrAutograph_Remake_1_0,1_0,1899,XzBB69cXctRGbKen7,True,0,2020-08-13
autograph cards,Handprints,,Comedian's signature,Signature,False,False,True,1,1400,350,Beige,White,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrAutograph_Remake_1_1,1_1,1899,vwk5njowHf3GkRcFq,True,0,2020-08-13
autograph cards,Illustration,,Musician's signature,Signature,False,False,True,1,1400,350,Beige,White,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrAutograph_Remake_2_0,2_0,1899,mvuDgsouHqTwejnpx,True,0,2020-08-13
autograph cards,Illustration,,Comedian's signature,Signature,False,False,True,1,1400,350,Beige,White,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrAutograph_Remake_2_1,2_1,1899,3brxKrQHt4tHAmJ5S,True,0,2020-08-13
autograph cards,Words of wisdom,,Musician's signature,Signature,False,False,True,1,1400,350,Beige,White,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrAutograph_Remake_3_0,3_0,1899,7c4SDPyoLDewHz9Pg,True,0,2020-08-13
autograph cards,Words of wisdom,,Comedian's signature,Signature,False,False,True,1,1400,350,Beige,White,2x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,school,den,None,None,False,Study,False,No lighting,False,FtrAutograph_Remake_3_1,3_1,1899,yRB4GuGA6L86EBg5K,True,0,2020-08-13
bamboo wall decoration,Green bamboo,Bamboo,,,True,True,False,1,,160,Green,Red,0.5x1,Crafting,,1.0.0,zen-style,None,bamboo,None,False,Plants,False,No lighting,False,FtrBambooFlowerwall_Remake_0_0,0_0,3558,pbECjLkaDPDQ5dNXp,False,0,2020-08-13
bamboo wall decoration,Dried bamboo,Bamboo,,,True,True,False,1,,160,Yellow,Red,0.5x1,Crafting,,1.0.0,zen-style,None,bamboo,None,False,Plants,False,No lighting,False,FtrBambooFlowerwall_Remake_1_0,1_0,3558,QRLmHZaqguF5iy3hC,False,0,2020-08-13
bamboo wall decoration,Smoke-cured bamboo,Bamboo,,,True,True,False,1,,160,Brown,Green,0.5x1,Crafting,,1.0.0,zen-style,None,bamboo,None,False,Plants,False,No lighting,False,FtrBambooFlowerwall_Remake_2_0,2_0,3558,mNdcYvRwAHytnXPkp,False,0,2020-08-13
bathroom towel rack,Silver,,,,False,False,False,,1400,350,Gray,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,False,Bathroom Things,False,No lighting,False,FtrTowelrackWall_Remake_0_0,0_0,4030,3mD27HBCBkjy4beMd,True,0,2020-08-13
bathroom towel rack,Gold,,,,False,False,False,,1400,350,Yellow,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,False,Bathroom Things,False,No lighting,False,FtrTowelrackWall_Remake_1_0,1_0,4030,diaLMBMgpNoGW7dmg,True,0,2020-08-13
bathroom towel rack,Copper,,,,False,False,False,,1400,350,Brown,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,False,Bathroom Things,False,No lighting,False,FtrTowelrackWall_Remake_2_0,2_0,4030,WKsy8zDRasXY5xQTt,True,0,2020-08-13
bathroom towel rack,Black,,,,False,False,False,,1400,350,Black,Gray,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,False,Bathroom Things,False,No lighting,False,FtrTowelrackWall_Remake_3_0,3_0,4030,o9DTtEZtFwAwXyZw2,True,0,2020-08-13
blue rose wreath,,,,,True,False,False,,,20000,Blue,Blue,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathRoseUrtraRare,,5772,WAhbxkq89fSuMSSNa,False,0,2020-08-13
bone doorplate,Brown,Color,,,True,True,False,1,,360,Brown,Beige,1x1,Crafting,,1.0.0,child's room,living room,None,None,False,House Door Decor,False,No lighting,True,FtrDoorPlateBone_Remake_0_0,0_0,4751,GWsheTRiG46HjezX3,False,0,2020-08-13
bone doorplate,White,Color,,,True,True,False,1,,360,White,Red,1x1,Crafting,,1.0.0,child's room,living room,None,None,False,House Door Decor,False,No lighting,True,FtrDoorPlateBone_Remake_1_0,1_0,4751,DKpXvEcErego2mzTR,False,0,2020-08-13
bone doorplate,Black,Color,,,True,True,False,1,,360,Black,Beige,1x1,Crafting,,1.0.0,child's room,living room,None,None,False,House Door Decor,False,No lighting,True,FtrDoorPlateBone_Remake_2_0,2_0,4751,NzaREJBzeZgh5Dj8Z,False,0,2020-08-13
bone doorplate,Pink,Color,,,True,True,False,1,,360,Pink,Red,1x1,Crafting,,1.0.0,child's room,living room,None,None,False,House Door Decor,False,No lighting,True,FtrDoorPlateBone_Remake_3_0,3_0,4751,ZWgvwP6XWE92ueBg7,False,0,2020-08-13
bone doorplate,Red,Color,,,True,True,False,1,,360,Red,Beige,1x1,Crafting,,1.0.0,child's room,living room,None,None,False,House Door Decor,False,No lighting,True,FtrDoorPlateBone_Remake_4_0,4_0,4751,srNuKC9nZL6Tq8dCL,False,0,2020-08-13
bone doorplate,Yellow,Color,,,True,True,False,1,,360,Yellow,Brown,1x1,Crafting,,1.0.0,child's room,living room,None,None,False,House Door Decor,False,No lighting,True,FtrDoorPlateBone_Remake_5_0,5_0,4751,zL68LPrwNxepQii85,False,0,2020-08-13
bone doorplate,Blue,Color,,,True,True,False,1,,360,Blue,White,1x1,Crafting,,1.0.0,child's room,living room,None,None,False,House Door Decor,False,No lighting,True,FtrDoorPlateBone_Remake_6_0,6_0,4751,TRnRBfdFBygGPv3To,False,0,2020-08-13
bone doorplate,Natural wood,Color,,,True,True,False,1,,360,Beige,Brown,1x1,Crafting,,1.0.0,child's room,living room,None,None,False,House Door Decor,False,No lighting,True,FtrDoorPlateBone_Remake_7_0,7_0,4751,dpi3G97osXcuEgpQv,False,0,2020-08-13
boomerang,Natural,Design,,,True,True,False,1,,360,Brown,Beige,1x0.5,Crafting,,1.0.0,child's room,None,None,None,False,Toy,False,No lighting,False,FtrBoomerang_Remake_0_0,0_0,682,ckBkMWTsoQs9DqJyY,False,0,2020-08-13
boomerang,Green & orange,Design,,,True,True,False,1,,360,Green,Orange,1x0.5,Crafting,,1.0.0,child's room,None,None,None,False,Toy,False,No lighting,False,FtrBoomerang_Remake_1_0,1_0,682,vzCmcxEKbdd3QwJZC,False,0,2020-08-13
boomerang,Dark brown,Design,,,True,True,False,1,,360,Brown,Black,1x0.5,Crafting,,1.0.0,child's room,None,None,None,False,Toy,False,No lighting,False,FtrBoomerang_Remake_2_0,2_0,682,CDsTmvKkhfAfvRM29,False,0,2020-08-13
boomerang,Red & black,Design,,,True,True,False,1,,360,Red,Black,1x0.5,Crafting,,1.0.0,child's room,None,None,None,False,Toy,False,No lighting,False,FtrBoomerang_Remake_3_0,3_0,682,gxzuuSAcAGoXWT7gy,False,0,2020-08-13
boomerang,White & blue,Design,,,True,True,False,1,,360,White,Light blue,1x0.5,Crafting,,1.0.0,child's room,None,None,None,False,Toy,False,No lighting,False,FtrBoomerang_Remake_4_0,4_0,682,FyvCZvwaADP3n5jMt,False,0,2020-08-13
breaker,,,,,False,False,False,,820,205,White,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,garage,facility,None,None,False,Home Appliances,False,No lighting,False,FtrBreaker,,875,qkoNJc3xgRsWMkDiy,True,0,2020-08-13
bronze HHA plaque,,,,,False,False,False,,,400,Brown,Red,1x1,HHA,,1.0.0,living room,expensive,None,None,False,Museum,False,No lighting,False,FtrShieldHhaBronze,,7037,PN2tS6ktAtJor7dYQ,False,0,2020-08-13
broom and dustpan,Natural,,,,False,False,False,,910,227,Brown,Gray,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,None,False,Supplies,False,No lighting,False,FtrCleaningset_Remake_0_0,0_0,3967,ng3LSLuHpPTEwNfED,True,0,2020-08-13
broom and dustpan,White,,,,False,False,False,,910,227,White,Gray,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,None,False,Supplies,False,No lighting,False,FtrCleaningset_Remake_1_0,1_0,3967,3XZn5qtRhWhh5J8TH,True,0,2020-08-13
broom and dustpan,Dark brown,,,,False,False,False,,910,227,Brown,Black,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,None,False,Supplies,False,No lighting,False,FtrCleaningset_Remake_2_0,2_0,3967,AP7AP7JTcGdCpkYwA,True,0,2020-08-13
broom and dustpan,Colorful,,,,False,False,False,,910,227,Pink,Brown,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,None,None,None,False,Supplies,False,No lighting,False,FtrCleaningset_Remake_3_0,3_0,3967,zbGz5Z3N9daD8vogA,True,0,2020-08-13
bug plaque,,,,,False,False,False,,1200,300,Yellow,Brown,1x1,International Museum Day,Reward for completing the Stamp Rally in the bug exhibit,1.2.0,expensive,den,None,None,False,Museum,False,No lighting,False,FtrMuseumInsectWall,0_0,12485,qpp8eyzBrCe7eFFfg,False,0,2020-08-13
Bunny Day glowy garland,,,,,True,False,False,,,2400,Colorful,Colorful,2x1,Crafting,,1.1.0,fancy,party,Bunny Day,None,True,Lamp,False,Emission,False,FtrEggLampWall,,12417,5BcF8Sk7rTzrG3pzr,False,0,2020-08-13
Bunny Day wall clock,,,,,True,False,False,,,1200,Light blue,Colorful,1x1.5,Crafting,,1.1.0,fancy,None,Bunny Day,None,True,Clock,False,No lighting,False,FtrEggClock,,12418,Tb7KSuoRanow4ekqm,False,0,2020-08-13
Bunny Day wreath,,,,,True,False,False,,,2400,None,None,1x1,Crafting,,1.1.0,fancy,party,Bunny Day,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathEaster,,12517,4HcJP4W3RFWRSbspS,False,0,2020-08-13
butterfly-fish model,,,,,False,False,False,,1300,325,Yellow,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,ocean,facility,None,None,False,Special Fish,False,No lighting,False,FtrFishChouchouuoWall,,11182,QgzRi2QqTEcpKac5q,True,0,2020-08-13
cherry lamp,Cherry,Fruit type,,,True,True,False,4,,2400,Red,Green,1x1,Crafting,,1.0.0,fancy,None,fruits,cherry,True,Lamp,False,Fluorescent,False,FtrFruitsLampW_Remake_0_0,0_0,4012,LvZKcdaWM6pSLdxni,False,0,2020-08-13
cherry lamp,Black cherry,Fruit type,,,True,True,False,4,,2400,Red,Green,1x1,Crafting,,1.0.0,fancy,None,fruits,cherry,True,Lamp,False,Fluorescent,False,FtrFruitsLampW_Remake_1_0,1_0,4012,NWu6WpRu8MpRXPwii,False,0,2020-08-13
cherry-blossom clock,Pink,Color,,,True,True,False,4,,2750,Pink,Pink,1x1,Crafting,,1.0.0,fancy,None,cherry blossoms,None,True,Clock,False,No lighting,False,FtrSakuraClockW_Remake_0_0,0_0,6832,tb9y9v6vrf98WExq7,False,0,2020-08-13
cherry-blossom clock,Pink-white,Color,,,True,True,False,4,,2750,Pink,White,1x1,Crafting,,1.0.0,fancy,None,cherry blossoms,None,True,Clock,False,No lighting,False,FtrSakuraClockW_Remake_1_0,1_0,6832,iw6Qpmkn6qEaenEtP,False,0,2020-08-13
chic cosmos wreath,,,,,True,False,False,,,4800,Black,Black,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathCosmosRare,,5764,DgLEZbDS2BsJ59K78,False,0,2020-08-13
chic windflower wreath,,,,,True,False,False,,,4800,Purple,Purple,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathAnemoneRare,,5765,tBJvNsSQvk8ajonsT,False,0,2020-08-13
coconut wall planter,,,,,True,False,False,,,600,Green,Beige,1x1.5,Crafting,,1.0.0,ocean,living room,None,None,False,Plants,False,No lighting,False,FtrPlanterPalm,,4130,wsXGBE5N9NwenYTRj,False,0,2020-08-13
cool hyacinth wreath,,,,,True,False,False,,,1440,Blue,Orange,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathHyacinthMix,,5750,MLMnpWFmufqDeg479,False,0,2020-08-13
cool pansy wreath,,,,,True,False,False,,,4800,Purple,Purple,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathPansyRare,,5767,wS4t24ixhhAnsRXFB,False,0,2020-08-13
cool windflower wreath,,,,,True,False,False,,,1200,Blue,Blue,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathAnemoneMix,,5746,uZT5wfceZaKMP2nZZ,False,0,2020-08-13
corkboard,Natural,,Apple,Favorite card,False,False,True,1,1400,350,Beige,Red,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,office,None,None,False,Study,False,No lighting,False,FtrCorkboard_Remake_0_0,0_0,1783,5QL4Epdhwtt3e6CKB,True,0,2020-08-13
corkboard,Natural,,Fish,Favorite card,False,False,True,1,1400,350,Beige,Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,office,None,None,False,Study,False,No lighting,False,FtrCorkboard_Remake_0_1,0_1,1783,QBTmJYYjs9Bjx9fvz,True,0,2020-08-13
corkboard,Natural,,Flower,Favorite card,False,False,True,1,1400,350,Beige,Green,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,office,None,None,False,Study,False,No lighting,False,FtrCorkboard_Remake_0_2,0_2,1783,eFDwvWFJb58YycAWt,True,0,2020-08-13
corkboard,White,,Apple,Favorite card,False,False,True,1,1400,350,White,Red,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,office,None,None,False,Study,False,No lighting,False,FtrCorkboard_Remake_1_0,1_0,1783,X5PSeoz28t2QeLAGP,True,0,2020-08-13
corkboard,White,,Fish,Favorite card,False,False,True,1,1400,350,White,Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,office,None,None,False,Study,False,No lighting,False,FtrCorkboard_Remake_1_1,1_1,1783,hgrWYxMGDRWqqfi8b,True,0,2020-08-13
corkboard,White,,Flower,Favorite card,False,False,True,1,1400,350,White,Green,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,office,None,None,False,Study,False,No lighting,False,FtrCorkboard_Remake_1_2,1_2,1783,agfCPzRF4syht7Csc,True,0,2020-08-13
corkboard,Blue,,Apple,Favorite card,False,False,True,1,1400,350,Blue,Red,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,office,None,None,False,Study,False,No lighting,False,FtrCorkboard_Remake_2_0,2_0,1783,sKaJPMQLFip2xCpPu,True,0,2020-08-13
corkboard,Blue,,Fish,Favorite card,False,False,True,1,1400,350,Blue,Blue,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,office,None,None,False,Study,False,No lighting,False,FtrCorkboard_Remake_2_1,2_1,1783,iFndpQ9FzRBbK2X2Q,True,0,2020-08-13
corkboard,Blue,,Flower,Favorite card,False,False,True,1,1400,350,Blue,Green,2x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,office,None,None,False,Study,False,No lighting,False,FtrCorkboard_Remake_2_2,2_2,1783,4FxH2Zhn3mdW3vAvv,True,0,2020-08-13
cosmos wreath,,,,,True,False,False,,,720,Red,Yellow,1x1,Crafting,,1.0.0,fancy,None,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathCosmos,,4293,Jb4w7uvb9QhGerC3Z,False,0,2020-08-13
crest doorplate,Silver,Color,,,True,True,False,1,,3000,Gray,Black,1x1,Crafting,,1.0.0,expensive,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentCrest_Remake_0_0,0_0,5717,iE8G3C8jdhexkkY8c,False,0,2020-08-13
crest doorplate,Gold & silver,Color,,,True,True,False,1,,3000,Yellow,Gray,1x1,Crafting,,1.0.0,expensive,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentCrest_Remake_1_0,1_0,5717,aGewHTksfKfJW2MY8,False,0,2020-08-13
crest doorplate,Silver & blue,Color,,,True,True,False,1,,3000,Gray,Blue,1x1,Crafting,,1.0.0,expensive,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentCrest_Remake_2_0,2_0,5717,7G5TyTF9wcH7n5wbH,False,0,2020-08-13
crest doorplate,Red & white,Color,,,True,True,False,1,,3000,Red,White,1x1,Crafting,,1.0.0,expensive,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentCrest_Remake_3_0,3_0,5717,Hf2jaoLX7JMRduSvR,False,0,2020-08-13
crest doorplate,Silver & green,Color,,,True,True,False,1,,3000,Gray,Green,1x1,Crafting,,1.0.0,expensive,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentCrest_Remake_4_0,4_0,5717,62E5Y2ZJ4Z6PoWGdT,False,0,2020-08-13
crest doorplate,Colorful,Color,,,True,True,False,1,,3000,,,1x1,Crafting,,1.0.0,expensive,None,None,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentCrest_Remake_5_0,5_0,5717,4kY54jHig2i2Cp5S9,False,0,2020-08-13
cuckoo clock,Natural,,,,False,False,False,,3200,800,Beige,Beige,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,True,Clock,False,No lighting,False,FtrCuckooclock_Remake_0_0,0_0,915,YkqSGut473PFEpLjj,True,0,2020-08-13
cuckoo clock,Green,,,,False,False,False,,3200,800,Green,Brown,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,True,Clock,False,No lighting,False,FtrCuckooclock_Remake_1_0,1_0,915,5vQjTtmpbQKt3BTLe,True,0,2020-08-13
cuckoo clock,Blue,,,,False,False,False,,3200,800,Blue,Brown,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,True,Clock,False,No lighting,False,FtrCuckooclock_Remake_2_0,2_0,915,pTvXozhSHgn4GkDdN,True,0,2020-08-13
cuckoo clock,Yellow,,,,False,False,False,,3200,800,Yellow,Beige,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,True,Clock,False,No lighting,False,FtrCuckooclock_Remake_3_0,3_0,915,3yfvreNYdjbtj84fY,True,0,2020-08-13
cuckoo clock,Red,,,,False,False,False,,3200,800,Red,Brown,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,True,Clock,False,No lighting,False,FtrCuckooclock_Remake_4_0,4_0,915,Yu8JF2SwWhTmiqeG7,True,0,2020-08-13
cuckoo clock,White,,,,False,False,False,,3200,800,White,White,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,True,Clock,False,No lighting,False,FtrCuckooclock_Remake_5_0,5_0,915,jTjxtMtHjrP7e8Yy8,True,0,2020-08-13
cuckoo clock,Black,,,,False,False,False,,3200,800,Black,Black,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,child's room,None,None,True,Clock,False,No lighting,False,FtrCuckooclock_Remake_6_0,6_0,915,k8c59yKdpH2dTD43C,True,0,2020-08-13
cute wall-mounted clock,White,,,,False,False,False,,1200,300,White,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,fancy,None,cute,None,True,Clock,False,No lighting,False,FtrCuteClockW_Remake_0_0,0_0,3996,oL9aQ7wvxNZqHuNMu,True,0,2020-08-13
cute wall-mounted clock,Sky blue,,,,False,False,False,,1200,300,Light blue,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,fancy,None,cute,None,True,Clock,False,No lighting,False,FtrCuteClockW_Remake_1_0,1_0,3996,XKyofHP5PRaczSckT,True,0,2020-08-13
cute wall-mounted clock,Yellow,,,,False,False,False,,1200,300,Yellow,Orange,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,fancy,None,cute,None,True,Clock,False,No lighting,False,FtrCuteClockW_Remake_2_0,2_0,3996,qsSnrxyz7L4yTRTk6,True,0,2020-08-13
cute wall-mounted clock,Red,,,,False,False,False,,1200,300,Red,Red,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,fancy,None,cute,None,True,Clock,False,No lighting,False,FtrCuteClockW_Remake_3_0,3_0,3996,SFW7JQoDPPKQbZbEw,True,0,2020-08-13
cute wall-mounted clock,Blue,,,,False,False,False,,1200,300,Blue,Black,1x1,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,fancy,None,cute,None,True,Clock,False,No lighting,False,FtrCuteClockW_Remake_4_0,4_0,3996,JcBgt9ca5GEzik5M9,True,0,2020-08-13
dark lily wreath,,,,,True,False,False,,,1600,Black,Black,1x1,Crafting,,1.0.0,fancy,horror,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathYuriRare,,5770,hK45uJh5Jniz9cxpZ,False,0,2020-08-13
dark rose wreath,,,,,True,False,False,,,4320,Black,Purple,1x1,Crafting,,1.0.0,fancy,horror,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathRoseRare,,5766,5w5rk2xDXwiFP8EGD,False,0,2020-08-13
dark tulip wreath,,,,,True,False,False,,,1600,Black,Black,1x1,Crafting,,1.0.0,fancy,horror,flowers,None,False,House Door Decor,False,No lighting,True,FtrDoorOrnamentWreathTulipRare,,5771,WYEwdpAPRqiAvTgvv,False,0,2020-08-13
deer decoration,Natural,Paint color,,,True,True,False,2,,960,Orange,Orange,1x1.5,Crafting,,1.0.0,living room,None,None,None,False,Animal,False,No lighting,False,FtrHuntingtrophy_Remake_0_0,0_0,3340,dji4bHpAttN6oLt4q,False,0,2020-08-13
