Name,Variation,Body Title,Pattern,Pattern Title,DIY,Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Version,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
Alfonso's photo,White,Frame,,,False,True,1,,10,Orange,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd00_Remake_3_0,3_0,6800,ZuFEMzDFa7wJHX9G3,False,False,2020-08-13
Alfonso's photo,Pop,Frame,,,False,True,1,,10,Orange,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd00_Remake_4_0,4_0,6800,EozfDw3LwTKd2mpW2,False,False,2020-08-13
Alfonso's photo,Colorful,Frame,,,False,True,1,,10,Orange,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd00_Remake_5_0,5_0,6800,JrkQkorv9kFgrgaE8,False,False,2020-08-13
Alfonso's photo,Silver,Frame,,,False,True,1,,10,Orange,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd00_Remake_6_0,6_0,6800,m77WnAr5d6fBTS98s,False,False,2020-08-13
Alfonso's photo,Gold,Frame,,,False,True,1,,10,Orange,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd00_Remake_7_0,7_0,6800,jsr3zu4bLXDBPe7ot,False,False,2020-08-13
Alice's photo,Natural wood,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_0_0,0_0,6555,gZp2fontkZDvuszMd,False,False,2020-08-13
Alice's photo,Dark wood,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_1_0,1_0,6555,Wa3mCutCKZdo96Yjn,False,False,2020-08-13
Alice's photo,Pastel,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_2_0,2_0,6555,wHSfmTb2KjxyALHAD,False,False,2020-08-13
Alice's photo,White,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_3_0,3_0,6555,kcpxvj9sGS44FbX2c,False,False,2020-08-13
Alice's photo,Pop,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_4_0,4_0,6555,kGbJkgusmZKmSgkDk,False,False,2020-08-13
Alice's photo,Colorful,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_5_0,5_0,6555,i9dT63jckHZCBMR7o,False,False,2020-08-13
Alice's photo,Silver,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_6_0,6_0,6555,B2zBzxLoj9Mqdicja,False,False,2020-08-13
Alice's photo,Gold,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_7_0,7_0,6555,Dvr8wZn7viSPqTkak,False,False,2020-08-13
Alli's photo,Natural wood,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_0_0,0_0,6801,Bc29TDiDwZcmkH4vF,False,False,2020-08-13
Alli's photo,Dark wood,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_1_0,1_0,6801,TthvBPZKGC7AJtkuT,False,False,2020-08-13
Alli's photo,Pastel,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_2_0,2_0,6801,Hd2rGwiWq7kfiTvF7,False,False,2020-08-13
Alli's photo,White,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_3_0,3_0,6801,unourZLSpivQQQ4ZZ,False,False,2020-08-13
Alli's photo,Pop,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_4_0,4_0,6801,ENb9xzPQnCGaaS2MG,False,False,2020-08-13
Alli's photo,Colorful,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_5_0,5_0,6801,R6JqAu92w2sLYaqE6,False,False,2020-08-13
Alli's photo,Silver,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_6_0,6_0,6801,rsZfjzuREvRgprnwm,False,False,2020-08-13
Alli's photo,Gold,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_7_0,7_0,6801,ja55MQDxximJgruSZ,False,False,2020-08-13
Amelia's photo,Natural wood,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_0_0,0_0,6621,JSxiKWLGAnnqxmDhs,False,False,2020-08-13
Amelia's photo,Dark wood,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_1_0,1_0,6621,DikXrND4oMSyqRNWY,False,False,2020-08-13
Amelia's photo,Pastel,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_2_0,2_0,6621,X7trG3ssXSeM8F2h4,False,False,2020-08-13
Amelia's photo,White,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_3_0,3_0,6621,CyZwnwfyjHm4i2Dhv,False,False,2020-08-13
Amelia's photo,Pop,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_4_0,4_0,6621,6bosCCtGJtXATeuu3,False,False,2020-08-13
Amelia's photo,Colorful,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_5_0,5_0,6621,ta9WXybqsCtmKChCJ,False,False,2020-08-13
Amelia's photo,Silver,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_6_0,6_0,6621,97TESN8CpxAuaMxhs,False,False,2020-08-13
Amelia's photo,Gold,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_7_0,7_0,6621,Xf6buhMqjBv2PnuYj,False,False,2020-08-13
Anabelle's photo,Natural wood,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_0_0,0_0,6743,LT7496qvy6dDvgGkY,False,False,2020-08-13
Anabelle's photo,Dark wood,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_1_0,1_0,6743,JTddssj8v6A5MfmJt,False,False,2020-08-13
Anabelle's photo,Pastel,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_2_0,2_0,6743,gmk5egkzABqiTwv6W,False,False,2020-08-13
Anabelle's photo,White,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_3_0,3_0,6743,ZBw8J6ZGmnXQao3tw,False,False,2020-08-13
Anabelle's photo,Pop,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_4_0,4_0,6743,Zz47sQp5XkX8ZHbRn,False,False,2020-08-13
Anabelle's photo,Colorful,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_5_0,5_0,6743,qCibitHp3ZawMDAHo,False,False,2020-08-13
Anabelle's photo,Silver,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_6_0,6_0,6743,KkfNyAqEggbMjabZD,False,False,2020-08-13
Anabelle's photo,Gold,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_7_0,7_0,6743,6r7rMRggBEwLyH66f,False,False,2020-08-13
Anchovy's photo,Natural wood,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_0_0,0_0,6582,hpLFGZgWJsbaseuBc,False,False,2020-08-13
Anchovy's photo,Dark wood,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_1_0,1_0,6582,YHg2kyiK7niTyopbv,False,False,2020-08-13
Anchovy's photo,Pastel,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_2_0,2_0,6582,hjbgTvg2L4pGzdqbz,False,False,2020-08-13
Anchovy's photo,White,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_3_0,3_0,6582,iLjSaf7FqFf7wL9Ey,False,False,2020-08-13
Anchovy's photo,Pop,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_4_0,4_0,6582,tLDKLMPQMAup7wcwa,False,False,2020-08-13
Anchovy's photo,Colorful,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_5_0,5_0,6582,mu3iGGQA6o2ghHRAB,False,False,2020-08-13
Anchovy's photo,Silver,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_6_0,6_0,6582,xqYGcvWxXHR9KTw6o,False,False,2020-08-13
Anchovy's photo,Gold,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_7_0,7_0,6582,oWegMFKbRrQAsdKYa,False,False,2020-08-13
Angus's photo,Natural wood,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_0_0,0_0,6704,bWYmPSadFcLqxGxcS,False,False,2020-08-13
Angus's photo,Dark wood,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_1_0,1_0,6704,ig8GGdKzD3oLJyP7t,False,False,2020-08-13
Angus's photo,Pastel,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_2_0,2_0,6704,XEL4hZ5pmrCL2vLLk,False,False,2020-08-13
Angus's photo,White,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_3_0,3_0,6704,RWgRWo6H4iyDZKCNu,False,False,2020-08-13
Angus's photo,Pop,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_4_0,4_0,6704,C8CKY7yNmc2oPkx3K,False,False,2020-08-13
Angus's photo,Colorful,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_5_0,5_0,6704,p2C7bTApZzjx3fGFq,False,False,2020-08-13
Angus's photo,Silver,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_6_0,6_0,6704,C5PsDbeg7h39M3nsb,False,False,2020-08-13
Angus's photo,Gold,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_7_0,7_0,6704,gxBxZJgWjaKFyZafH,False,False,2020-08-13
Anicotti's photo,Natural wood,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_0_0,0_0,6598,pffn93KpfJ7mNmFAN,False,False,2020-08-13
Anicotti's photo,Dark wood,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_1_0,1_0,6598,q2WggDjpTyQtGpHkn,False,False,2020-08-13
Anicotti's photo,Pastel,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_2_0,2_0,6598,fJjPwnjhEtbq6TLbF,False,False,2020-08-13
Anicotti's photo,White,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_3_0,3_0,6598,snM8DERwy8KbBfDim,False,False,2020-08-13
Anicotti's photo,Pop,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_4_0,4_0,6598,CeubHxuKNkE68GE6o,False,False,2020-08-13
Anicotti's photo,Colorful,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_5_0,5_0,6598,mW6sK64jC4JrsL7G6,False,False,2020-08-13
Anicotti's photo,Silver,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_6_0,6_0,6598,ziAFXw7ajBxHRa7Rz,False,False,2020-08-13
Anicotti's photo,Gold,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_7_0,7_0,6598,2e9cBNbAZberuRhhq,False,False,2020-08-13
Ankha's photo,Natural wood,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_0_0,0_0,6766,wanh7QBD9ojePXr6R,False,False,2020-08-13
Ankha's photo,Dark wood,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_1_0,1_0,6766,GKkHYKcpiyZogTHYC,False,False,2020-08-13
Ankha's photo,Pastel,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_2_0,2_0,6766,NdF6fg5wkKNDiuHsL,False,False,2020-08-13
Ankha's photo,White,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_3_0,3_0,6766,LGvwo6yozovC7HC5N,False,False,2020-08-13
Ankha's photo,Pop,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_4_0,4_0,6766,t9RkHQJXEkmTnGM2q,False,False,2020-08-13
Ankha's photo,Colorful,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_5_0,5_0,6766,nEkzNwCh9msXGjEA3,False,False,2020-08-13
Ankha's photo,Silver,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_6_0,6_0,6766,2uYMkqXxWNRJ3qYD5,False,False,2020-08-13
Ankha's photo,Gold,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_7_0,7_0,6766,idFMJJzvBJEoeH2v7,False,False,2020-08-13
Annalisa's photo,Natural wood,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_0_0,0_0,6765,QdJTerAbMDgHtmpSo,False,False,2020-08-13
Annalisa's photo,Dark wood,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_1_0,1_0,6765,HoGz4y43TrZKfMrHu,False,False,2020-08-13
Annalisa's photo,Pastel,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_2_0,2_0,6765,jm6hDnMdpN7e37X6S,False,False,2020-08-13
Annalisa's photo,White,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_3_0,3_0,6765,XJQJYkQQJjYpgtx4o,False,False,2020-08-13
Annalisa's photo,Pop,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_4_0,4_0,6765,aeBErddM9fTSvyucb,False,False,2020-08-13
Annalisa's photo,Colorful,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_5_0,5_0,6765,dJzbQ65YZ6YShThfM,False,False,2020-08-13
Annalisa's photo,Silver,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_6_0,6_0,6765,MCpzohBCPSmtqYbg3,False,False,2020-08-13
Annalisa's photo,Gold,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_7_0,7_0,6765,wZGfhzFwC7KCp9B45,False,False,2020-08-13
Annalise's photo,Natural wood,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_0_0,0_0,6548,Aj5vy8sBd4MG69QQo,False,False,2020-08-13
Annalise's photo,Dark wood,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_1_0,1_0,6548,hNZmfa8WtR2Rp8wo4,False,False,2020-08-13
Annalise's photo,Pastel,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_2_0,2_0,6548,cWoWqzC2d6z742vWJ,False,False,2020-08-13
Annalise's photo,White,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_3_0,3_0,6548,84oTpLos535gMB8RC,False,False,2020-08-13
Annalise's photo,Pop,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_4_0,4_0,6548,zuAtHjtTWFd4Z8KvN,False,False,2020-08-13
Annalise's photo,Colorful,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_5_0,5_0,6548,utaXJakd3mamtPiEP,False,False,2020-08-13
Annalise's photo,Silver,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_6_0,6_0,6548,ZJtHqtNktREQ84eLq,False,False,2020-08-13
Annalise's photo,Gold,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_7_0,7_0,6548,vodAcZt6Hb9tXj8mr,False,False,2020-08-13
Antonio's photo,Natural wood,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_0_0,0_0,6537,whr8GRsLLoRddENk5,False,False,2020-08-13
Antonio's photo,Dark wood,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_1_0,1_0,6537,hz6hZwM5wv3PPJ4KN,False,False,2020-08-13
Antonio's photo,Pastel,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_2_0,2_0,6537,FPKtsaZQsBLbFL7qe,False,False,2020-08-13
Antonio's photo,White,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_3_0,3_0,6537,xTM2HGHEvo5EQqaQA,False,False,2020-08-13
Antonio's photo,Pop,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_4_0,4_0,6537,SGYXbiqm8PezjKJtY,False,False,2020-08-13
Antonio's photo,Colorful,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_5_0,5_0,6537,PukLE6dhKeipyhids,False,False,2020-08-13
Antonio's photo,Silver,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_6_0,6_0,6537,F4dkCqkzeqwWqcFEz,False,False,2020-08-13
