Name,Variation,Body Title,Pattern,Pattern Title,DIY,Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Version,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable
Alice's photo,Pop,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_4_0,4_0,6555,kGbJkgusmZKmSgkDk,False
Alice's photo,Colorful,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_5_0,5_0,6555,i9dT63jckHZCBMR7o,False
Alice's photo,Silver,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_6_0,6_0,6555,B2zBzxLoj9Mqdicja,False
Alice's photo,Gold,Frame,,,False,True,1,,10,Beige,White,1x1,High Friendship,1.0.0,BromideNpcNmlKal01_Remake_7_0,7_0,6555,Dvr8wZn7viSPqTkak,False
Alli's photo,Natural wood,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_0_0,0_0,6801,Bc29TDiDwZcmkH4vF,False
Alli's photo,Dark wood,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_1_0,1_0,6801,TthvBPZKGC7AJtkuT,False
Alli's photo,Pastel,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_2_0,2_0,6801,Hd2rGwiWq7kfiTvF7,False
Alli's photo,White,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_3_0,3_0,6801,unourZLSpivQQQ4ZZ,False
Alli's photo,Pop,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_4_0,4_0,6801,ENb9xzPQnCGaaS2MG,False
Alli's photo,Colorful,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_5_0,5_0,6801,R6JqAu92w2sLYaqE6,False
Alli's photo,Silver,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_6_0,6_0,6801,rsZfjzuREvRgprnwm,False
Alli's photo,Gold,Frame,,,False,True,1,,10,Light blue,Red,1x1,High Friendship,1.0.0,BromideNpcNmlCrd01_Remake_7_0,7_0,6801,ja55MQDxximJgruSZ,False
Amelia's photo,Natural wood,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_0_0,0_0,6621,JSxiKWLGAnnqxmDhs,False
Amelia's photo,Dark wood,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_1_0,1_0,6621,DikXrND4oMSyqRNWY,False
Amelia's photo,Pastel,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_2_0,2_0,6621,X7trG3ssXSeM8F2h4,False
Amelia's photo,White,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_3_0,3_0,6621,CyZwnwfyjHm4i2Dhv,False
Amelia's photo,Pop,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_4_0,4_0,6621,6bosCCtGJtXATeuu3,False
Amelia's photo,Colorful,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_5_0,5_0,6621,ta9WXybqsCtmKChCJ,False
Amelia's photo,Silver,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_6_0,6_0,6621,97TESN8CpxAuaMxhs,False
Amelia's photo,Gold,Frame,,,False,True,1,,10,Red,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr01_Remake_7_0,7_0,6621,Xf6buhMqjBv2PnuYj,False
Anabelle's photo,Natural wood,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_0_0,0_0,6743,LT7496qvy6dDvgGkY,False
Anabelle's photo,Dark wood,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_1_0,1_0,6743,JTddssj8v6A5MfmJt,False
Anabelle's photo,Pastel,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_2_0,2_0,6743,gmk5egkzABqiTwv6W,False
Anabelle's photo,White,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_3_0,3_0,6743,ZBw8J6ZGmnXQao3tw,False
Anabelle's photo,Pop,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_4_0,4_0,6743,Zz47sQp5XkX8ZHbRn,False
Anabelle's photo,Colorful,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_5_0,5_0,6743,qCibitHp3ZawMDAHo,False
Anabelle's photo,Silver,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_6_0,6_0,6743,KkfNyAqEggbMjabZD,False
Anabelle's photo,Gold,Frame,,,False,True,1,,10,Yellow,Blue,1x1,High Friendship,1.0.0,BromideNpcNmlAnt03_Remake_7_0,7_0,6743,6r7rMRggBEwLyH66f,False
Anchovy's photo,Natural wood,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_0_0,0_0,6582,hpLFGZgWJsbaseuBc,False
Anchovy's photo,Dark wood,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_1_0,1_0,6582,YHg2kyiK7niTyopbv,False
Anchovy's photo,Pastel,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_2_0,2_0,6582,hjbgTvg2L4pGzdqbz,False
Anchovy's photo,White,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_3_0,3_0,6582,iLjSaf7FqFf7wL9Ey,False
Anchovy's photo,Pop,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_4_0,4_0,6582,tLDKLMPQMAup7wcwa,False
Anchovy's photo,Colorful,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_5_0,5_0,6582,mu3iGGQA6o2ghHRAB,False
Anchovy's photo,Silver,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_6_0,6_0,6582,xqYGcvWxXHR9KTw6o,False
Anchovy's photo,Gold,Frame,,,False,True,1,,10,Brown,Light blue,1x1,High Friendship,1.0.0,BromideNpcNmlBrd02_Remake_7_0,7_0,6582,oWegMFKbRrQAsdKYa,False
Angus's photo,Natural wood,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_0_0,0_0,6704,bWYmPSadFcLqxGxcS,False
Angus's photo,Dark wood,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_1_0,1_0,6704,ig8GGdKzD3oLJyP7t,False
Angus's photo,Pastel,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_2_0,2_0,6704,XEL4hZ5pmrCL2vLLk,False
Angus's photo,White,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_3_0,3_0,6704,RWgRWo6H4iyDZKCNu,False
Angus's photo,Pop,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_4_0,4_0,6704,C8CKY7yNmc2oPkx3K,False
Angus's photo,Colorful,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_5_0,5_0,6704,p2C7bTApZzjx3fGFq,False
Angus's photo,Silver,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_6_0,6_0,6704,C5PsDbeg7h39M3nsb,False
Angus's photo,Gold,Frame,,,False,True,1,,10,Red,Orange,1x1,High Friendship,1.0.0,BromideNpcNmlBul00_Remake_7_0,7_0,6704,gxBxZJgWjaKFyZafH,False
Anicotti's photo,Natural wood,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_0_0,0_0,6598,pffn93KpfJ7mNmFAN,False
Anicotti's photo,Dark wood,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_1_0,1_0,6598,q2WggDjpTyQtGpHkn,False
Anicotti's photo,Pastel,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_2_0,2_0,6598,fJjPwnjhEtbq6TLbF,False
Anicotti's photo,White,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_3_0,3_0,6598,snM8DERwy8KbBfDim,False
Anicotti's photo,Pop,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_4_0,4_0,6598,CeubHxuKNkE68GE6o,False
Anicotti's photo,Colorful,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_5_0,5_0,6598,mW6sK64jC4JrsL7G6,False
Anicotti's photo,Silver,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_6_0,6_0,6598,ziAFXw7ajBxHRa7Rz,False
Anicotti's photo,Gold,Frame,,,False,True,1,,10,Green,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlMus10_Remake_7_0,7_0,6598,2e9cBNbAZberuRhhq,False
Ankha's photo,Natural wood,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_0_0,0_0,6766,wanh7QBD9ojePXr6R,False
Ankha's photo,Dark wood,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_1_0,1_0,6766,GKkHYKcpiyZogTHYC,False
Ankha's photo,Pastel,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_2_0,2_0,6766,NdF6fg5wkKNDiuHsL,False
Ankha's photo,White,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_3_0,3_0,6766,LGvwo6yozovC7HC5N,False
Ankha's photo,Pop,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_4_0,4_0,6766,t9RkHQJXEkmTnGM2q,False
Ankha's photo,Colorful,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_5_0,5_0,6766,nEkzNwCh9msXGjEA3,False
Ankha's photo,Silver,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_6_0,6_0,6766,2uYMkqXxWNRJ3qYD5,False
Ankha's photo,Gold,Frame,,,False,True,1,,10,Yellow,Brown,1x1,High Friendship,1.0.0,BromideNpcNmlCat19_Remake_7_0,7_0,6766,idFMJJzvBJEoeH2v7,False
Annalisa's photo,Natural wood,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_0_0,0_0,6765,QdJTerAbMDgHtmpSo,False
Annalisa's photo,Dark wood,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_1_0,1_0,6765,HoGz4y43TrZKfMrHu,False
Annalisa's photo,Pastel,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_2_0,2_0,6765,jm6hDnMdpN7e37X6S,False
Annalisa's photo,White,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_3_0,3_0,6765,XJQJYkQQJjYpgtx4o,False
Annalisa's photo,Pop,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_4_0,4_0,6765,aeBErddM9fTSvyucb,False
Annalisa's photo,Colorful,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_5_0,5_0,6765,dJzbQ65YZ6YShThfM,False
Annalisa's photo,Silver,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_6_0,6_0,6765,MCpzohBCPSmtqYbg3,False
Annalisa's photo,Gold,Frame,,,False,True,1,,10,Beige,Pink,1x1,High Friendship,1.0.0,BromideNpcNmlAnt08_Remake_7_0,7_0,6765,wZGfhzFwC7KCp9B45,False
Annalise's photo,Natural wood,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_0_0,0_0,6548,Aj5vy8sBd4MG69QQo,False
Annalise's photo,Dark wood,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_1_0,1_0,6548,hNZmfa8WtR2Rp8wo4,False
Annalise's photo,Pastel,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_2_0,2_0,6548,cWoWqzC2d6z742vWJ,False
Annalise's photo,White,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_3_0,3_0,6548,84oTpLos535gMB8RC,False
Annalise's photo,Pop,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_4_0,4_0,6548,zuAtHjtTWFd4Z8KvN,False
Annalise's photo,Colorful,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_5_0,5_0,6548,utaXJakd3mamtPiEP,False
Annalise's photo,Silver,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_6_0,6_0,6548,ZJtHqtNktREQ84eLq,False
Annalise's photo,Gold,Frame,,,False,True,1,,10,Brown,Purple,1x1,High Friendship,1.0.0,BromideNpcNmlHrs09_Remake_7_0,7_0,6548,vodAcZt6Hb9tXj8mr,False
Antonio's photo,Natural wood,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_0_0,0_0,6537,whr8GRsLLoRddENk5,False
Antonio's photo,Dark wood,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_1_0,1_0,6537,hz6hZwM5wv3PPJ4KN,False
Antonio's photo,Pastel,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_2_0,2_0,6537,FPKtsaZQsBLbFL7qe,False
Antonio's photo,White,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_3_0,3_0,6537,xTM2HGHEvo5EQqaQA,False
Antonio's photo,Pop,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_4_0,4_0,6537,SGYXbiqm8PezjKJtY,False
Antonio's photo,Colorful,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_5_0,5_0,6537,PukLE6dhKeipyhids,False
Antonio's photo,Silver,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_6_0,6_0,6537,F4dkCqkzeqwWqcFEz,False
Antonio's photo,Gold,Frame,,,False,True,1,,10,Blue,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlAnt01_Remake_7_0,7_0,6537,PazxoRmz5ZX7EoF4x,False
Apollo's photo,Natural wood,Frame,,,False,True,1,,10,Black,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr00_Remake_0_0,0_0,6620,axikJmFQgsY2bybAw,False
Apollo's photo,Dark wood,Frame,,,False,True,1,,10,Black,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr00_Remake_1_0,1_0,6620,io3yFFMQzuNoXKfgF,False
Apollo's photo,Pastel,Frame,,,False,True,1,,10,Black,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr00_Remake_2_0,2_0,6620,rqKpBFXhWRXqxNRtP,False
Apollo's photo,White,Frame,,,False,True,1,,10,Black,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr00_Remake_3_0,3_0,6620,MeEc6rGRxNKAr59Xm,False
Apollo's photo,Pop,Frame,,,False,True,1,,10,Black,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr00_Remake_4_0,4_0,6620,KZSgMKEwRuinXo5qz,False
Apollo's photo,Colorful,Frame,,,False,True,1,,10,Black,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr00_Remake_5_0,5_0,6620,g5NSkE4H7Y3a2R6is,False
Apollo's photo,Silver,Frame,,,False,True,1,,10,Black,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr00_Remake_6_0,6_0,6620,BiZSwDbaGge8Dosjv,False
Apollo's photo,Gold,Frame,,,False,True,1,,10,Black,White,1x1,High Friendship,1.0.0,BromideNpcNmlPbr00_Remake_7_0,7_0,6620,TrdAnPHLfSiqPikTN,False
Apple's photo,Natural wood,Frame,,,False,True,1,,10,Red,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlHam01_Remake_0_0,0_0,6522,7yfYWZeQ93ET7uuRv,False
Apple's photo,Dark wood,Frame,,,False,True,1,,10,Red,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlHam01_Remake_1_0,1_0,6522,Aq5Zcmz9RXnrGyq8y,False
Apple's photo,Pastel,Frame,,,False,True,1,,10,Red,Yellow,1x1,High Friendship,1.0.0,BromideNpcNmlHam01_Remake_2_0,2_0,6522,QbFESKGeTrppWPuoF,False
